locus_tag	protein_id	go_id	qualifier	aspect	evidence_code	reference	with_from	assigned_by	annotation_date	source_taxon	mapping_ambiguity	mapping_method
M744_RS07600	WP_011244691.1	GO:0003899	enables	F	IEA	PMID:33270901	HMM:NF013365.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07600	WP_011244691.1	GO:0006351	involved_in	P	IEA	PMID:33270901	HMM:NF013365.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07610	WP_011378151.1	GO:0004222	enables	F	IEA	PMID:33270901	ArchId:11417402	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07610	WP_011378151.1	GO:0006508	involved_in	P	IEA	PMID:33270901	ArchId:11417402	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07610	WP_011378151.1	GO:0008270	enables	F	IEA	PMID:33270901	ArchId:11417402	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07640	WP_011244700.1	GO:0016853	enables	F	IEA	PMID:33270901	HMM:NF047922.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07640	WP_011244700.1	GO:0042351	involved_in	P	IEA	PMID:33270901	HMM:NF047922.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07640	WP_011244700.1	GO:0050577	enables	F	IEA	PMID:33270901	HMM:NF047922.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07645	WP_011244701.1	GO:0006855	involved_in	P	IEA	PMID:33270901	ArchId:10192066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07645	WP_011244701.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10192066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07645	WP_011244701.1	GO:0042910	enables	F	IEA	PMID:33270901	ArchId:10192066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07650	WP_011244702.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:10004391	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07655	WP_011244703.1	GO:0043231	located_in	C	IEA	PMID:33270901	HMM:NF020917.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07655	WP_011244703.1	GO:0051537	enables	F	IEA	PMID:33270901	HMM:NF020917.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07660	WP_011378147.1	GO:0008127	enables	F	IEA	PMID:33270901	ArchId:14390632	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07660	WP_011378147.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:14390632	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07670	WP_011378145.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11415135	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07670	WP_011378145.1	GO:0003918	enables	F	IEA	PMID:33270901	ArchId:11415135	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07670	WP_011378145.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11415135	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07670	WP_011378145.1	GO:0006265	involved_in	P	IEA	PMID:33270901	ArchId:11415135	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07670	WP_011378145.1	GO:0009330	located_in	C	IEA	PMID:33270901	ArchId:11415135	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07675	WP_011244707.1	GO:0000160	involved_in	P	IEA	PMID:33270901	ArchId:10002505	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07680	WP_011244708.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:12166313	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07680	WP_011244708.1	GO:0004519	enables	F	IEA	PMID:33270901	ArchId:12166313	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07680	WP_011244708.1	GO:0009307	involved_in	P	IEA	PMID:33270901	ArchId:12166313	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07690	WP_011244711.1	GO:0000098	involved_in	P	IEA	PMID:33270901	ArchId:11458420	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07690	WP_011244711.1	GO:0016783	enables	F	IEA	PMID:33270901	ArchId:11458420	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07695	WP_011244712.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07695	WP_011244712.1	GO:0015419	enables	F	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07695	WP_011244712.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07695	WP_011244712.1	GO:1902358	involved_in	P	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07700	WP_011378142.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07700	WP_011378142.1	GO:0015419	enables	F	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07700	WP_011378142.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07700	WP_011378142.1	GO:1902358	involved_in	P	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07710	WP_011244715.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07710	WP_011244715.1	GO:0015419	enables	F	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07710	WP_011244715.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07710	WP_011244715.1	GO:1902358	involved_in	P	IEA	PMID:33270901	HMM:TIGR02140.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07715	WP_011244716.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11429533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07715	WP_011244716.1	GO:0030552	enables	F	IEA	PMID:33270901	ArchId:11429533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07725	WP_011378140.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07725	WP_011378140.1	GO:0015419	enables	F	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07725	WP_011378140.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07725	WP_011378140.1	GO:1902358	involved_in	P	IEA	PMID:33270901	HMM:TIGR02139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07730	WP_011378139.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:10004067	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07730	WP_011378139.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:10004067	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07735	WP_011378138.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11438136	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07735	WP_011378138.1	GO:0015419	enables	F	IEA	PMID:33270901	ArchId:11438136	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07735	WP_011378138.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11438136	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07740	WP_011244721.1	GO:0009523	located_in	C	IEA	PMID:33270901	HMM:TIGR03047.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07740	WP_011244721.1	GO:0009538	located_in	C	IEA	PMID:33270901	HMM:TIGR03047.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07745	WP_231621287.1	GO:0009654	located_in	C	IEA	PMID:33270901	HMM:TIGR03042.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07745	WP_231621287.1	GO:0030096	located_in	C	IEA	PMID:33270901	HMM:TIGR03042.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07750	WP_011244723.1	GO:0016491	enables	F	IEA	PMID:33270901	ArchId:11429741	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07750	WP_011244723.1	GO:0050660	enables	F	IEA	PMID:33270901	ArchId:11429741	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07775	WP_011244728.1	GO:0006508	involved_in	P	IEA	PMID:33270901	ArchId:10495115	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07775	WP_011244728.1	GO:0008270	enables	F	IEA	PMID:33270901	ArchId:10495115	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07775	WP_011244728.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10495115	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07780	WP_190528538.1	GO:0006813	involved_in	P	IEA	PMID:33270901	HMM:TIGR00681.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07780	WP_190528538.1	GO:0008556	enables	F	IEA	PMID:33270901	HMM:TIGR00681.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07780	WP_190528538.1	GO:0031004	located_in	C	IEA	PMID:33270901	HMM:TIGR00681.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07785	WP_011244730.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR01497.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07785	WP_011244730.1	GO:0006813	involved_in	P	IEA	PMID:33270901	HMM:TIGR01497.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07785	WP_011244730.1	GO:0008556	enables	F	IEA	PMID:33270901	HMM:TIGR01497.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07785	WP_011244730.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:TIGR01497.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07785	WP_011244730.1	GO:0031004	located_in	C	IEA	PMID:33270901	HMM:TIGR01497.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07790	WP_196794074.1	GO:0006813	involved_in	P	IEA	PMID:33270901	HMM:TIGR00680.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07790	WP_196794074.1	GO:0008556	enables	F	IEA	PMID:33270901	HMM:TIGR00680.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07790	WP_196794074.1	GO:0031004	located_in	C	IEA	PMID:33270901	HMM:TIGR00680.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07795	WP_011244732.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR01087.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07795	WP_011244732.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR01087.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07795	WP_011244732.1	GO:0008360	involved_in	P	IEA	PMID:33270901	HMM:TIGR01087.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07795	WP_011244732.1	GO:0008764	enables	F	IEA	PMID:33270901	HMM:TIGR01087.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07795	WP_011244732.1	GO:0009252	involved_in	P	IEA	PMID:33270901	HMM:TIGR01087.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07795	WP_011244732.1	GO:0051301	involved_in	P	IEA	PMID:33270901	HMM:TIGR01087.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07805	WP_011378135.1	GO:0000166	enables	F	IEA	PMID:33270901	ArchId:11430574	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07805	WP_011378135.1	GO:0003824	enables	F	IEA	PMID:33270901	ArchId:11430574	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07820	WP_011244736.1	GO:0004817	enables	F	IEA	PMID:33270901	HMM:TIGR00435.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07820	WP_011244736.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00435.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07820	WP_011244736.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00435.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07820	WP_011244736.1	GO:0006423	involved_in	P	IEA	PMID:33270901	HMM:TIGR00435.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07835	WP_011244739.1	GO:0016491	enables	F	IEA	PMID:33270901	ArchId:10114874	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07850	WP_011244741.1	GO:0004096	enables	F	IEA	PMID:33270901	HMM:TIGR00198.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07850	WP_011244741.1	GO:0006979	involved_in	P	IEA	PMID:33270901	HMM:TIGR00198.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07850	WP_011244741.1	GO:0020037	enables	F	IEA	PMID:33270901	HMM:TIGR00198.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07865	WP_011378128.1	GO:0008270	enables	F	IEA	PMID:33270901	ArchId:10013226	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07865	WP_011378128.1	GO:0008888	enables	F	IEA	PMID:33270901	ArchId:10013226	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07865	WP_011378128.1	GO:0030554	enables	F	IEA	PMID:33270901	ArchId:10013226	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07870	WP_011378127.1	GO:0003824	enables	F	IEA	PMID:33270901	ArchId:11437059	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07870	WP_011378127.1	GO:0031419	enables	F	IEA	PMID:33270901	ArchId:11437059	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07870	WP_011378127.1	GO:0051539	enables	F	IEA	PMID:33270901	ArchId:11437059	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07870	WP_011378127.1	GO:1904047	enables	F	IEA	PMID:33270901	ArchId:11437059	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07875	WP_011378126.1	GO:0008194	enables	F	IEA	PMID:33270901	ArchId:10004940	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07875	WP_011378126.1	GO:0009058	involved_in	P	IEA	PMID:33270901	ArchId:10004940	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07875	WP_011378126.1	GO:0016758	enables	F	IEA	PMID:33270901	ArchId:10004940	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07880	WP_011378125.1	GO:0005516	enables	F	IEA	PMID:33270901	ArchId:18162716	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07880	WP_011378125.1	GO:0005977	involved_in	P	IEA	PMID:33270901	ArchId:18162716	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07885	WP_011244747.1	GO:0005506	enables	F	IEA	PMID:33270901	ArchId:11446349	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07885	WP_011244747.1	GO:0006979	involved_in	P	IEA	PMID:33270901	ArchId:11446349	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07885	WP_011244747.1	GO:0016491	enables	F	IEA	PMID:33270901	ArchId:11446349	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07890	WP_011244748.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07890	WP_011244748.1	GO:0003700	enables	F	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07890	WP_011244748.1	GO:0006355	involved_in	P	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07890	WP_011244748.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07905	WP_011244751.1	GO:0003723	enables	F	IEA	PMID:33270901	HMM:TIGR02191.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07905	WP_011244751.1	GO:0004525	enables	F	IEA	PMID:33270901	HMM:TIGR02191.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07905	WP_011244751.1	GO:0006364	involved_in	P	IEA	PMID:33270901	HMM:TIGR02191.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07915	WP_011244753.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:13663200	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07915	WP_011244753.1	GO:0005525	enables	F	IEA	PMID:33270901	ArchId:13663200	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07915	WP_011244753.1	GO:0007165	involved_in	P	IEA	PMID:33270901	ArchId:13663200	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07915	WP_011244753.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:13663200	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07915	WP_011244753.1	GO:0052621	enables	F	IEA	PMID:33270901	ArchId:13663200	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07930	WP_011378121.1	GO:0004540	enables	F	IEA	PMID:33270901	ArchId:10532326	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07935	WP_011244756.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11438202	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07935	WP_011244756.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:11438202	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07945	WP_011243185.1	GO:0009055	enables	F	IEA	PMID:33270901	HMM:TIGR01152.1	RefSeq	20260514	taxon:1350461	one-protein-to-multiple-loci	exact RefSeq protein_id
M744_RS07945	WP_011243185.1	GO:0009523	located_in	C	IEA	PMID:33270901	HMM:TIGR01152.1	RefSeq	20260514	taxon:1350461	one-protein-to-multiple-loci	exact RefSeq protein_id
M744_RS07945	WP_011243185.1	GO:0015979	involved_in	P	IEA	PMID:33270901	HMM:TIGR01152.1	RefSeq	20260514	taxon:1350461	one-protein-to-multiple-loci	exact RefSeq protein_id
M744_RS07945	WP_011243185.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:TIGR01152.1	RefSeq	20260514	taxon:1350461	one-protein-to-multiple-loci	exact RefSeq protein_id
M744_RS07945	WP_011243185.1	GO:0019684	involved_in	P	IEA	PMID:33270901	HMM:TIGR01152.1	RefSeq	20260514	taxon:1350461	one-protein-to-multiple-loci	exact RefSeq protein_id
M744_RS07950	WP_011378119.1	GO:0006729	involved_in	P	IEA	PMID:33270901	HMM:NF002017.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07950	WP_011378119.1	GO:0008124	enables	F	IEA	PMID:33270901	HMM:NF002017.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07955	WP_039755678.1	GO:0015093	enables	F	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07955	WP_039755678.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07955	WP_039755678.1	GO:0033212	involved_in	P	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07955	WP_039755678.1	GO:0046930	located_in	C	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07960	WP_011378043.1	GO:0015093	enables	F	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07960	WP_011378043.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07960	WP_011378043.1	GO:0033212	involved_in	P	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07960	WP_011378043.1	GO:0046930	located_in	C	IEA	PMID:33270901	HMM:NF033921.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07965	WP_039755680.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11449279	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07965	WP_039755680.1	GO:0003700	enables	F	IEA	PMID:33270901	ArchId:11449279	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07970	WP_173282540.1	GO:0004124	enables	F	IEA	PMID:33270901	HMM:TIGR01139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07970	WP_173282540.1	GO:0019344	involved_in	P	IEA	PMID:33270901	HMM:TIGR01139.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07975	WP_011378044.1	GO:0006457	involved_in	P	IEA	PMID:33270901	ArchId:11422315	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07995	WP_011378046.1	GO:0006812	involved_in	P	IEA	PMID:33270901	HMM:NF014012.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07995	WP_011378046.1	GO:0008324	enables	F	IEA	PMID:33270901	HMM:NF014012.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS07995	WP_011378046.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:NF014012.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08000	WP_011378047.1	GO:0051139	enables	F	IEA	PMID:33270901	ArchId:11482651	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08015	WP_011244772.1	GO:0006808	involved_in	P	IEA	PMID:33270901	HMM:NF012753.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08015	WP_011244772.1	GO:0030234	enables	F	IEA	PMID:33270901	HMM:NF012753.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08025	WP_011378049.1	GO:0009055	enables	F	IEA	PMID:33270901	HMM:NF024834.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08025	WP_011378049.1	GO:0020037	enables	F	IEA	PMID:33270901	HMM:NF024834.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08025	WP_011378049.1	GO:0046872	enables	F	IEA	PMID:33270901	HMM:NF024834.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08030	WP_011378050.1	GO:0009055	enables	F	IEA	PMID:33270901	HMM:NF001907.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08030	WP_011378050.1	GO:0015979	involved_in	P	IEA	PMID:33270901	HMM:NF001907.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08030	WP_011378050.1	GO:0017004	involved_in	P	IEA	PMID:33270901	HMM:NF001907.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08035	WP_011244776.1	GO:0031167	involved_in	P	IEA	PMID:33270901	HMM:TIGR00095.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08035	WP_011244776.1	GO:0052913	enables	F	IEA	PMID:33270901	HMM:TIGR00095.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08040	WP_011244777.1	GO:0000105	involved_in	P	IEA	PMID:33270901	HMM:TIGR01855.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08040	WP_011244777.1	GO:0000107	enables	F	IEA	PMID:33270901	HMM:TIGR01855.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08050	WP_011244779.1	GO:0000166	enables	F	IEA	PMID:33270901	ArchId:10001677	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08050	WP_011244779.1	GO:0003824	enables	F	IEA	PMID:33270901	ArchId:10001677	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08055	WP_011378051.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF001126.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08055	WP_011378051.1	GO:0008360	involved_in	P	IEA	PMID:33270901	HMM:NF001126.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08055	WP_011378051.1	GO:0009058	involved_in	P	IEA	PMID:33270901	HMM:NF001126.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08055	WP_011378051.1	GO:0016874	enables	F	IEA	PMID:33270901	HMM:NF001126.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08055	WP_011378051.1	GO:0051301	involved_in	P	IEA	PMID:33270901	HMM:NF001126.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08070	WP_011244783.1	GO:0003735	enables	F	IEA	PMID:33270901	HMM:TIGR01017.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08070	WP_011244783.1	GO:0006412	involved_in	P	IEA	PMID:33270901	HMM:TIGR01017.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08070	WP_011244783.1	GO:0015935	located_in	C	IEA	PMID:33270901	HMM:TIGR01017.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08075	WP_011378052.1	GO:0055052	located_in	C	IEA	PMID:33270901	ArchId:10596738	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08075	WP_011378052.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:10596738	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08080	WP_011244785.1	GO:0015112	enables	F	IEA	PMID:33270901	HMM:TIGR01183.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08080	WP_011244785.1	GO:0015706	involved_in	P	IEA	PMID:33270901	HMM:TIGR01183.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS08080	WP_011244785.1	GO:0016020	located_in	C	IEA	PMID:33270901	HMM:TIGR01183.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
