subject_locus_tag	relationship	object_namespace	object_id	seqid	start	end	strand	mapping_ambiguity	source	evidence	mapping_method
M744_RS05630	protein_id	RefSeq_protein	WP_011244299.1	NZ_CP006471.1	1079298	1079738	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05630	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1079298	1079738	+		UTEX RefSeq GFF3		direct seqid
M744_RS05635	cds_segment	RefSeq_location	NZ_CP006471.1:1079955-1080362:+	NZ_CP006471.1	1079955	1080362	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05635	current_locus_tag	RefSeq_locus_tag	M744_RS05635	NZ_CP006471.1	1079955	1080362	+		UTEX RefSeq GFF3		direct annotation
M744_RS05635	genomic_location	RefSeq_location	NZ_CP006471.1:1079955-1080362:+	NZ_CP006471.1	1079955	1080362	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05635	old_locus_tag	legacy_locus_tag	M744_05865	NZ_CP006471.1	1079955	1080362	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05635	protein_id	RefSeq_protein	WP_039755604.1	NZ_CP006471.1	1079955	1080362	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05635	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1079955	1080362	+		UTEX RefSeq GFF3		direct seqid
M744_RS05640	cds_segment	RefSeq_location	NZ_CP006471.1:1080397-1080636:-	NZ_CP006471.1	1080397	1080636	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05640	current_locus_tag	RefSeq_locus_tag	M744_RS05640	NZ_CP006471.1	1080397	1080636	-		UTEX RefSeq GFF3		direct annotation
M744_RS05640	genomic_location	RefSeq_location	NZ_CP006471.1:1080397-1080636:-	NZ_CP006471.1	1080397	1080636	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05640	old_locus_tag	legacy_locus_tag	M744_05870	NZ_CP006471.1	1080397	1080636	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05640	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2102	NZ_CP006471.1	1080397	1080636	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244301.1	exact shared RefSeq protein_id
M744_RS05640	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10655	NZ_CP006471.1	1080397	1080636	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244301.1	exact shared RefSeq protein_id
M744_RS05640	protein_id	RefSeq_protein	WP_011244301.1	NZ_CP006471.1	1080397	1080636	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05640	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1080397	1080636	-		UTEX RefSeq GFF3		direct seqid
M744_RS05645	cds_segment	RefSeq_location	NZ_CP006471.1:1080648-1081532:-	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05645	current_locus_tag	RefSeq_locus_tag	M744_RS05645	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3		direct annotation
M744_RS05645	gene_symbol	gene_symbol	rfbA	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05645	genomic_location	RefSeq_location	NZ_CP006471.1:1080648-1081532:-	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05645	old_locus_tag	legacy_locus_tag	M744_05875	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05645	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2101	NZ_CP006471.1	1080648	1081532	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244302.1	exact shared RefSeq protein_id
M744_RS05645	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10650	NZ_CP006471.1	1080648	1081532	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244302.1	exact shared RefSeq protein_id
M744_RS05645	protein_id	RefSeq_protein	WP_011244302.1	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05645	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1080648	1081532	-		UTEX RefSeq GFF3		direct seqid
M744_RS05650	cds_segment	RefSeq_location	NZ_CP006471.1:1081529-1082602:-	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05650	current_locus_tag	RefSeq_locus_tag	M744_RS05650	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3		direct annotation
M744_RS05650	gene_symbol	gene_symbol	rfbB	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05650	genomic_location	RefSeq_location	NZ_CP006471.1:1081529-1082602:-	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05650	old_locus_tag	legacy_locus_tag	M744_05880	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05650	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2100	NZ_CP006471.1	1081529	1082602	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244303.1	exact shared RefSeq protein_id
M744_RS05650	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10645	NZ_CP006471.1	1081529	1082602	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244303.1	exact shared RefSeq protein_id
M744_RS05650	protein_id	RefSeq_protein	WP_011244303.1	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05650	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1081529	1082602	-		UTEX RefSeq GFF3		direct seqid
M744_RS05655	cds_segment	RefSeq_location	NZ_CP006471.1:1082599-1083468:-	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05655	current_locus_tag	RefSeq_locus_tag	M744_RS05655	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3		direct annotation
M744_RS05655	gene_symbol	gene_symbol	rfbD	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05655	genomic_location	RefSeq_location	NZ_CP006471.1:1082599-1083468:-	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05655	old_locus_tag	legacy_locus_tag	M744_05885	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05655	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2099	NZ_CP006471.1	1082599	1083468	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244304.1	exact shared RefSeq protein_id
M744_RS05655	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10640	NZ_CP006471.1	1082599	1083468	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244304.1	exact shared RefSeq protein_id
M744_RS05655	protein_id	RefSeq_protein	WP_011244304.1	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05655	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1082599	1083468	-		UTEX RefSeq GFF3		direct seqid
M744_RS05660	cds_segment	RefSeq_location	NZ_CP006471.1:1083465-1084016:-	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05660	current_locus_tag	RefSeq_locus_tag	M744_RS05660	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3		direct annotation
M744_RS05660	gene_symbol	gene_symbol	rfbC	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05660	genomic_location	RefSeq_location	NZ_CP006471.1:1083465-1084016:-	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05660	old_locus_tag	legacy_locus_tag	M744_05890	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05660	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2098	NZ_CP006471.1	1083465	1084016	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244305.1	exact shared RefSeq protein_id
M744_RS05660	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10635	NZ_CP006471.1	1083465	1084016	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244305.1	exact shared RefSeq protein_id
M744_RS05660	protein_id	RefSeq_protein	WP_011244305.1	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05660	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1083465	1084016	-		UTEX RefSeq GFF3		direct seqid
M744_RS05665	cds_segment	RefSeq_location	NZ_CP006471.1:1084082-1085002:+	NZ_CP006471.1	1084082	1085002	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05665	current_locus_tag	RefSeq_locus_tag	M744_RS05665	NZ_CP006471.1	1084082	1085002	+		UTEX RefSeq GFF3		direct annotation
M744_RS05665	genomic_location	RefSeq_location	NZ_CP006471.1:1084082-1085002:+	NZ_CP006471.1	1084082	1085002	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05665	old_locus_tag	legacy_locus_tag	M744_05895	NZ_CP006471.1	1084082	1085002	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05665	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2097	NZ_CP006471.1	1084082	1085002	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378316.1	exact shared RefSeq protein_id
M744_RS05665	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10630	NZ_CP006471.1	1084082	1085002	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378316.1	exact shared RefSeq protein_id
M744_RS05665	protein_id	RefSeq_protein	WP_011378316.1	NZ_CP006471.1	1084082	1085002	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05665	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1084082	1085002	+		UTEX RefSeq GFF3		direct seqid
M744_RS05670	cds_segment	RefSeq_location	NZ_CP006471.1:1085012-1087006:-	NZ_CP006471.1	1085012	1087006	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05670	current_locus_tag	RefSeq_locus_tag	M744_RS05670	NZ_CP006471.1	1085012	1087006	-		UTEX RefSeq GFF3		direct annotation
M744_RS05670	genomic_location	RefSeq_location	NZ_CP006471.1:1085012-1087006:-	NZ_CP006471.1	1085012	1087006	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05670	old_locus_tag	legacy_locus_tag	M744_05900	NZ_CP006471.1	1085012	1087006	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05670	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2096	NZ_CP006471.1	1085012	1087006	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378315.1	exact shared RefSeq protein_id
M744_RS05670	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10625	NZ_CP006471.1	1085012	1087006	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378315.1	exact shared RefSeq protein_id
M744_RS05670	protein_id	RefSeq_protein	WP_011378315.1	NZ_CP006471.1	1085012	1087006	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05670	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1085012	1087006	-		UTEX RefSeq GFF3		direct seqid
M744_RS05675	cds_segment	RefSeq_location	NZ_CP006471.1:1087235-1087618:-	NZ_CP006471.1	1087235	1087618	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05675	current_locus_tag	RefSeq_locus_tag	M744_RS05675	NZ_CP006471.1	1087235	1087618	-		UTEX RefSeq GFF3		direct annotation
M744_RS05675	genomic_location	RefSeq_location	NZ_CP006471.1:1087235-1087618:-	NZ_CP006471.1	1087235	1087618	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05675	old_locus_tag	legacy_locus_tag	M744_05905	NZ_CP006471.1	1087235	1087618	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05675	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2095	NZ_CP006471.1	1087235	1087618	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244308.1	exact shared RefSeq protein_id
M744_RS05675	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10620	NZ_CP006471.1	1087235	1087618	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244308.1	exact shared RefSeq protein_id
M744_RS05675	protein_id	RefSeq_protein	WP_011244308.1	NZ_CP006471.1	1087235	1087618	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05675	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1087235	1087618	-		UTEX RefSeq GFF3		direct seqid
M744_RS05680	cds_segment	RefSeq_location	NZ_CP006471.1:1087863-1088264:-	NZ_CP006471.1	1087863	1088264	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05680	current_locus_tag	RefSeq_locus_tag	M744_RS05680	NZ_CP006471.1	1087863	1088264	-		UTEX RefSeq GFF3		direct annotation
M744_RS05680	genomic_location	RefSeq_location	NZ_CP006471.1:1087863-1088264:-	NZ_CP006471.1	1087863	1088264	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05680	old_locus_tag	legacy_locus_tag	M744_05910	NZ_CP006471.1	1087863	1088264	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05680	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2094	NZ_CP006471.1	1087863	1088264	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244309.1	exact shared RefSeq protein_id
M744_RS05680	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10615	NZ_CP006471.1	1087863	1088264	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244309.1	exact shared RefSeq protein_id
M744_RS05680	protein_id	RefSeq_protein	WP_011244309.1	NZ_CP006471.1	1087863	1088264	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05680	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1087863	1088264	-		UTEX RefSeq GFF3		direct seqid
M744_RS05685	cds_segment	RefSeq_location	NZ_CP006471.1:1088311-1089603:-	NZ_CP006471.1	1088311	1089603	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05685	current_locus_tag	RefSeq_locus_tag	M744_RS05685	NZ_CP006471.1	1088311	1089603	-		UTEX RefSeq GFF3		direct annotation
M744_RS05685	genomic_location	RefSeq_location	NZ_CP006471.1:1088311-1089603:-	NZ_CP006471.1	1088311	1089603	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05685	old_locus_tag	legacy_locus_tag	M744_05915	NZ_CP006471.1	1088311	1089603	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05685	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2093	NZ_CP006471.1	1088311	1089603	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378314.1	exact shared RefSeq protein_id
M744_RS05685	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10610	NZ_CP006471.1	1088311	1089603	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378314.1	exact shared RefSeq protein_id
M744_RS05685	protein_id	RefSeq_protein	WP_011378314.1	NZ_CP006471.1	1088311	1089603	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05685	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1088311	1089603	-		UTEX RefSeq GFF3		direct seqid
M744_RS05690	cds_segment	RefSeq_location	NZ_CP006471.1:1089652-1091193:-	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05690	current_locus_tag	RefSeq_locus_tag	M744_RS05690	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3		direct annotation
M744_RS05690	gene_symbol	gene_symbol	ndhD3	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05690	genomic_location	RefSeq_location	NZ_CP006471.1:1089652-1091193:-	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05690	old_locus_tag	legacy_locus_tag	M744_05920	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05690	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2092	NZ_CP006471.1	1089652	1091193	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378313.1	exact shared RefSeq protein_id
M744_RS05690	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10605	NZ_CP006471.1	1089652	1091193	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378313.1	exact shared RefSeq protein_id
M744_RS05690	protein_id	RefSeq_protein	WP_011378313.1	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05690	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1089652	1091193	-		UTEX RefSeq GFF3		direct seqid
M744_RS05695	cds_segment	RefSeq_location	NZ_CP006471.1:1091205-1093043:-	NZ_CP006471.1	1091205	1093043	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05695	current_locus_tag	RefSeq_locus_tag	M744_RS05695	NZ_CP006471.1	1091205	1093043	-		UTEX RefSeq GFF3		direct annotation
M744_RS05695	genomic_location	RefSeq_location	NZ_CP006471.1:1091205-1093043:-	NZ_CP006471.1	1091205	1093043	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05695	old_locus_tag	legacy_locus_tag	M744_05925	NZ_CP006471.1	1091205	1093043	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05695	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2091	NZ_CP006471.1	1091205	1093043	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378312.1	exact shared RefSeq protein_id
M744_RS05695	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10600	NZ_CP006471.1	1091205	1093043	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378312.1	exact shared RefSeq protein_id
M744_RS05695	protein_id	RefSeq_protein	WP_011378312.1	NZ_CP006471.1	1091205	1093043	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05695	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1091205	1093043	-		UTEX RefSeq GFF3		direct seqid
M744_RS05700	cds_segment	RefSeq_location	NZ_CP006471.1:1093294-1094592:-	NZ_CP006471.1	1093294	1094592	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05700	current_locus_tag	RefSeq_locus_tag	M744_RS05700	NZ_CP006471.1	1093294	1094592	-		UTEX RefSeq GFF3		direct annotation
M744_RS05700	genomic_location	RefSeq_location	NZ_CP006471.1:1093294-1094592:-	NZ_CP006471.1	1093294	1094592	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05700	old_locus_tag	legacy_locus_tag	M744_05930	NZ_CP006471.1	1093294	1094592	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05700	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2090	NZ_CP006471.1	1093294	1094592	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244313.1	exact shared RefSeq protein_id
M744_RS05700	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10595	NZ_CP006471.1	1093294	1094592	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244313.1	exact shared RefSeq protein_id
M744_RS05700	protein_id	RefSeq_protein	WP_011244313.1	NZ_CP006471.1	1093294	1094592	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05700	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1093294	1094592	-		UTEX RefSeq GFF3		direct seqid
M744_RS05705	cds_segment	RefSeq_location	NZ_CP006471.1:1094888-1095802:+	NZ_CP006471.1	1094888	1095802	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05705	current_locus_tag	RefSeq_locus_tag	M744_RS05705	NZ_CP006471.1	1094888	1095802	+		UTEX RefSeq GFF3		direct annotation
M744_RS05705	genomic_location	RefSeq_location	NZ_CP006471.1:1094888-1095802:+	NZ_CP006471.1	1094888	1095802	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05705	old_locus_tag	legacy_locus_tag	M744_05935	NZ_CP006471.1	1094888	1095802	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05705	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2089	NZ_CP006471.1	1094888	1095802	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244314.1	exact shared RefSeq protein_id
M744_RS05705	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10590	NZ_CP006471.1	1094888	1095802	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244314.1	exact shared RefSeq protein_id
M744_RS05705	protein_id	RefSeq_protein	WP_011244314.1	NZ_CP006471.1	1094888	1095802	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05705	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1094888	1095802	+		UTEX RefSeq GFF3		direct seqid
M744_RS05710	cds_segment	RefSeq_location	NZ_CP006471.1:1096157-1096471:-	NZ_CP006471.1	1096157	1096471	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05710	current_locus_tag	RefSeq_locus_tag	M744_RS05710	NZ_CP006471.1	1096157	1096471	-		UTEX RefSeq GFF3		direct annotation
M744_RS05710	genomic_location	RefSeq_location	NZ_CP006471.1:1096157-1096471:-	NZ_CP006471.1	1096157	1096471	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05710	old_locus_tag	legacy_locus_tag	M744_05945	NZ_CP006471.1	1096157	1096471	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05710	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2088	NZ_CP006471.1	1096157	1096471	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378310.1	exact shared RefSeq protein_id
M744_RS05710	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10585	NZ_CP006471.1	1096157	1096471	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378310.1	exact shared RefSeq protein_id
M744_RS05710	protein_id	RefSeq_protein	WP_011378310.1	NZ_CP006471.1	1096157	1096471	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05710	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1096157	1096471	-		UTEX RefSeq GFF3		direct seqid
M744_RS05715	cds_segment	RefSeq_location	NZ_CP006471.1:1096557-1097324:-	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05715	current_locus_tag	RefSeq_locus_tag	M744_RS05715	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3		direct annotation
M744_RS05715	gene_symbol	gene_symbol	hisF	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05715	genomic_location	RefSeq_location	NZ_CP006471.1:1096557-1097324:-	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05715	old_locus_tag	legacy_locus_tag	M744_05950	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05715	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2087	NZ_CP006471.1	1096557	1097324	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378309.1	exact shared RefSeq protein_id
M744_RS05715	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10580	NZ_CP006471.1	1096557	1097324	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378309.1	exact shared RefSeq protein_id
M744_RS05715	protein_id	RefSeq_protein	WP_011378309.1	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05715	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1096557	1097324	-		UTEX RefSeq GFF3		direct seqid
M744_RS05720	cds_segment	RefSeq_location	NZ_CP006471.1:1097482-1097682:+	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05720	current_locus_tag	RefSeq_locus_tag	M744_RS05720	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3		direct annotation
M744_RS05720	gene_symbol	gene_symbol	petP	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05720	genomic_location	RefSeq_location	NZ_CP006471.1:1097482-1097682:+	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05720	old_locus_tag	legacy_locus_tag	M744_05955	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05720	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2086	NZ_CP006471.1	1097482	1097682	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244317.1	exact shared RefSeq protein_id
M744_RS05720	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10575	NZ_CP006471.1	1097482	1097682	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244317.1	exact shared RefSeq protein_id
M744_RS05720	protein_id	RefSeq_protein	WP_011244317.1	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05720	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1097482	1097682	+		UTEX RefSeq GFF3		direct seqid
M744_RS05725	cds_segment	RefSeq_location	NZ_CP006471.1:1097714-1098790:+	NZ_CP006471.1	1097714	1098790	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05725	current_locus_tag	RefSeq_locus_tag	M744_RS05725	NZ_CP006471.1	1097714	1098790	+		UTEX RefSeq GFF3		direct annotation
M744_RS05725	genomic_location	RefSeq_location	NZ_CP006471.1:1097714-1098790:+	NZ_CP006471.1	1097714	1098790	+		UTEX RefSeq GFF3		direct GFF3 coordinates
