locus_tag	pass00399_search_observation	pass00399_search_ids	source_integrity	admitted_evidence
M744_RS07320	exact_sequence_unique	gnl|PRJNA209528|M744_07650	unverified_transport	no
M744_RS07325	exact_sequence_unique	gnl|PRJNA209528|M744_07655	unverified_transport	no
M744_RS07330	exact_sequence_unique	gnl|PRJNA209528|M744_07660	unverified_transport	no
M744_RS07335	exact_sequence_unique	gnl|PRJNA209528|M744_07665	unverified_transport	no
M744_RS07340	exact_sequence_unique	gnl|PRJNA209528|M744_07670	unverified_transport	no
M744_RS07345	absent		unverified_transport	no
M744_RS07350	exact_sequence_unique	gnl|PRJNA209528|M744_07680	unverified_transport	no
M744_RS07360	absent		unverified_transport	no
M744_RS07365	exact_sequence_unique	gnl|PRJNA209528|M744_07700	unverified_transport	no
M744_RS07370	exact_sequence_unique	gnl|PRJNA209528|M744_07705	unverified_transport	no
M744_RS07375	exact_sequence_unique	gnl|PRJNA209528|M744_07715	unverified_transport	no
M744_RS07380	exact_sequence_unique	gnl|PRJNA209528|M744_07720	unverified_transport	no
M744_RS07385	exact_sequence_unique	gnl|PRJNA209528|M744_07725	unverified_transport	no
M744_RS07390	exact_sequence_unique	gnl|PRJNA209528|M744_07730	unverified_transport	no
M744_RS07395	exact_sequence_unique	gnl|PRJNA209528|M744_07735	unverified_transport	no
M744_RS07400	exact_sequence_unique	gnl|PRJNA209528|M744_07740	unverified_transport	no
M744_RS07405	exact_sequence_unique	gnl|PRJNA209528|M744_07745	unverified_transport	no
M744_RS07410	exact_sequence_unique	gnl|PRJNA209528|M744_07750	unverified_transport	no
M744_RS07415	exact_sequence_unique	gnl|PRJNA209528|M744_07755	unverified_transport	no
M744_RS07420	exact_sequence_unique	gnl|PRJNA209528|M744_07760	unverified_transport	no
M744_RS07425	exact_sequence_unique	gnl|PRJNA209528|M744_07765	unverified_transport	no
M744_RS07430	exact_sequence_unique	gnl|PRJNA209528|M744_07770	unverified_transport	no
M744_RS07435	exact_sequence_unique	gnl|PRJNA209528|M744_07775	unverified_transport	no
M744_RS07440	exact_sequence_unique	gnl|PRJNA209528|M744_07780	unverified_transport	no
M744_RS07445	exact_sequence_unique	gnl|PRJNA209528|M744_07785	unverified_transport	no
M744_RS07450	exact_sequence_unique	gnl|PRJNA209528|M744_07790	unverified_transport	no
M744_RS07455	exact_sequence_unique	gnl|PRJNA209528|M744_07795	unverified_transport	no
M744_RS07460	exact_sequence_unique	gnl|PRJNA209528|M744_07800	unverified_transport	no
M744_RS07465	exact_sequence_unique	gnl|PRJNA209528|M744_07805	unverified_transport	no
M744_RS07470	exact_sequence_unique	gnl|PRJNA209528|M744_07810	unverified_transport	no
M744_RS07475	exact_sequence_unique	gnl|PRJNA209528|M744_07815	unverified_transport	no
M744_RS07480	exact_sequence_unique	gnl|PRJNA209528|M744_07820	unverified_transport	no
M744_RS07485	exact_sequence_unique	gnl|PRJNA209528|M744_07825	unverified_transport	no
M744_RS07490	exact_sequence_unique	gnl|PRJNA209528|M744_07830	unverified_transport	no
M744_RS07495	exact_sequence_unique	gnl|PRJNA209528|M744_07835	unverified_transport	no
M744_RS07500	exact_sequence_unique	gnl|PRJNA209528|M744_07840	unverified_transport	no
M744_RS07505	exact_sequence_unique	gnl|PRJNA209528|M744_07845	unverified_transport	no
M744_RS07510	absent		unverified_transport	no
M744_RS07515	absent		unverified_transport	no
M744_RS07520	exact_sequence_unique	gnl|PRJNA209528|M744_07860	unverified_transport	no
M744_RS07525	exact_sequence_unique	gnl|PRJNA209528|M744_07865	unverified_transport	no
M744_RS07530	exact_sequence_unique	gnl|PRJNA209528|M744_07870	unverified_transport	no
M744_RS07540	exact_sequence_unique	gnl|PRJNA209528|M744_07880	unverified_transport	no
M744_RS07545	exact_sequence_unique	gnl|PRJNA209528|M744_07885	unverified_transport	no
M744_RS07550	exact_sequence_unique	gnl|PRJNA209528|M744_07890	unverified_transport	no
M744_RS07555	exact_sequence_unique	gnl|PRJNA209528|M744_07895	unverified_transport	no
M744_RS07560	absent		unverified_transport	no
M744_RS07565	exact_sequence_unique	gnl|PRJNA209528|M744_07905	unverified_transport	no
M744_RS07570	exact_sequence_unique	gnl|PRJNA209528|M744_07910	unverified_transport	no
M744_RS07575	exact_sequence_unique	gnl|PRJNA209528|M744_07915	unverified_transport	no
M744_RS07580	exact_sequence_unique	gnl|PRJNA209528|M744_07920	unverified_transport	no
M744_RS07585	absent		unverified_transport	no
M744_RS07590	exact_sequence_unique	gnl|PRJNA209528|M744_07930	unverified_transport	no
M744_RS07595	exact_sequence_unique	gnl|PRJNA209528|M744_07935	unverified_transport	no
M744_RS07600	exact_sequence_unique	gnl|PRJNA209528|M744_07940	unverified_transport	no
M744_RS07605	exact_sequence_unique	gnl|PRJNA209528|M744_07945	unverified_transport	no
M744_RS07610	exact_sequence_unique	gnl|PRJNA209528|M744_07950	unverified_transport	no
M744_RS07615	exact_sequence_unique	gnl|PRJNA209528|M744_07955	unverified_transport	no
M744_RS07620	absent		unverified_transport	no
M744_RS07625	exact_sequence_unique	gnl|PRJNA209528|M744_07970	unverified_transport	no
M744_RS07630	exact_sequence_unique	gnl|PRJNA209528|M744_07975	unverified_transport	no
M744_RS07635	exact_sequence_unique	gnl|PRJNA209528|M744_07985	unverified_transport	no
M744_RS07640	exact_sequence_unique	gnl|PRJNA209528|M744_07990	unverified_transport	no
M744_RS07645	exact_sequence_unique	gnl|PRJNA209528|M744_07995	unverified_transport	no
M744_RS07650	exact_sequence_unique	gnl|PRJNA209528|M744_08000	unverified_transport	no
M744_RS07655	exact_sequence_unique	gnl|PRJNA209528|M744_08005	unverified_transport	no
M744_RS07660	exact_sequence_unique	gnl|PRJNA209528|M744_08010	unverified_transport	no
M744_RS07665	exact_sequence_unique	gnl|PRJNA209528|M744_08015	unverified_transport	no
M744_RS07670	exact_sequence_unique	gnl|PRJNA209528|M744_08020	unverified_transport	no
M744_RS07675	exact_sequence_unique	gnl|PRJNA209528|M744_08025	unverified_transport	no
M744_RS07680	exact_sequence_unique	gnl|PRJNA209528|M744_08030	unverified_transport	no
M744_RS07685	exact_sequence_unique	gnl|PRJNA209528|M744_08035	unverified_transport	no
M744_RS07690	exact_sequence_unique	gnl|PRJNA209528|M744_08040	unverified_transport	no
M744_RS07695	exact_sequence_unique	gnl|PRJNA209528|M744_08045	unverified_transport	no
M744_RS07700	exact_sequence_unique	gnl|PRJNA209528|M744_08050	unverified_transport	no
M744_RS07705	exact_sequence_unique	gnl|PRJNA209528|M744_08055	unverified_transport	no
M744_RS07710	exact_sequence_unique	gnl|PRJNA209528|M744_08060	unverified_transport	no
M744_RS07715	exact_sequence_unique	gnl|PRJNA209528|M744_08065	unverified_transport	no
M744_RS07720	exact_sequence_unique	gnl|PRJNA209528|M744_08070	unverified_transport	no
M744_RS07725	exact_sequence_unique	gnl|PRJNA209528|M744_08075	unverified_transport	no
M744_RS07730	exact_sequence_unique	gnl|PRJNA209528|M744_08080	unverified_transport	no
M744_RS07735	exact_sequence_unique	gnl|PRJNA209528|M744_08085	unverified_transport	no
M744_RS07740	exact_sequence_unique	gnl|PRJNA209528|M744_08090	unverified_transport	no
M744_RS07745	absent		unverified_transport	no
M744_RS07750	exact_sequence_unique	gnl|PRJNA209528|M744_08100	unverified_transport	no
M744_RS07755	exact_sequence_unique	gnl|PRJNA209528|M744_08105	unverified_transport	no
M744_RS07760	exact_sequence_unique	gnl|PRJNA209528|M744_08110	unverified_transport	no
M744_RS07765	exact_sequence_unique	gnl|PRJNA209528|M744_08115	unverified_transport	no
M744_RS07770	exact_sequence_unique	gnl|PRJNA209528|M744_08120	unverified_transport	no
M744_RS07775	exact_sequence_unique	gnl|PRJNA209528|M744_08125	unverified_transport	no
M744_RS07780	exact_sequence_unique	gnl|PRJNA209528|M744_08130	unverified_transport	no
M744_RS07785	exact_sequence_unique	gnl|PRJNA209528|M744_08140	unverified_transport	no
M744_RS07790	exact_sequence_unique	gnl|PRJNA209528|M744_08145	unverified_transport	no
M744_RS07795	exact_sequence_unique	gnl|PRJNA209528|M744_08150	unverified_transport	no
M744_RS07800	exact_sequence_unique	gnl|PRJNA209528|M744_08155	unverified_transport	no
M744_RS07805	exact_sequence_unique	gnl|PRJNA209528|M744_08160	unverified_transport	no
M744_RS07810	exact_sequence_unique	gnl|PRJNA209528|M744_08165	unverified_transport	no
M744_RS07820	exact_sequence_unique	gnl|PRJNA209528|M744_08175	unverified_transport	no
M744_RS07825	exact_sequence_unique	gnl|PRJNA209528|M744_08180	unverified_transport	no
M744_RS07830	exact_sequence_unique	gnl|PRJNA209528|M744_08185	unverified_transport	no
M744_RS07835	exact_sequence_unique	gnl|PRJNA209528|M744_08190	unverified_transport	no
M744_RS07840	absent		unverified_transport	no
M744_RS07845	exact_sequence_unique	gnl|PRJNA209528|M744_08200	unverified_transport	no
M744_RS07850	exact_sequence_unique	gnl|PRJNA209528|M744_08205	unverified_transport	no
M744_RS07855	exact_sequence_unique	gnl|PRJNA209528|M744_08210	unverified_transport	no
M744_RS07860	exact_sequence_unique	gnl|PRJNA209528|M744_08215	unverified_transport	no
M744_RS07865	exact_sequence_unique	gnl|PRJNA209528|M744_08220	unverified_transport	no
M744_RS07870	exact_sequence_unique	gnl|PRJNA209528|M744_08225	unverified_transport	no
M744_RS07875	exact_sequence_unique	gnl|PRJNA209528|M744_08230	unverified_transport	no
M744_RS07880	exact_sequence_unique	gnl|PRJNA209528|M744_08235	unverified_transport	no
M744_RS07885	exact_sequence_unique	gnl|PRJNA209528|M744_08240	unverified_transport	no
M744_RS07890	exact_sequence_unique	gnl|PRJNA209528|M744_08245	unverified_transport	no
M744_RS07895	exact_sequence_unique	gnl|PRJNA209528|M744_08250	unverified_transport	no
M744_RS07900	absent		unverified_transport	no
M744_RS07905	exact_sequence_unique	gnl|PRJNA209528|M744_08260	unverified_transport	no
M744_RS07910	exact_sequence_unique	gnl|PRJNA209528|M744_08265	unverified_transport	no
M744_RS07915	exact_sequence_unique	gnl|PRJNA209528|M744_08270	unverified_transport	no
M744_RS07920	exact_sequence_unique	gnl|PRJNA209528|M744_08275	unverified_transport	no
M744_RS07925	exact_sequence_unique	gnl|PRJNA209528|M744_08280	unverified_transport	no
M744_RS07930	absent		unverified_transport	no
M744_RS07935	exact_sequence_unique	gnl|PRJNA209528|M744_08290	unverified_transport	no
M744_RS07940	exact_sequence_unique	gnl|PRJNA209528|M744_08295	unverified_transport	no
M744_RS07945	exact_sequence_shared	gnl|PRJNA209528|M744_08300;gnl|PRJNA209528|M744_13535	unverified_transport	no
M744_RS07950	absent		unverified_transport	no
M744_RS07955	exact_sequence_unique	gnl|PRJNA209528|M744_08310	unverified_transport	no
M744_RS07960	exact_sequence_unique	gnl|PRJNA209528|M744_08315	unverified_transport	no
M744_RS07965	exact_sequence_unique	gnl|PRJNA209528|M744_08320	unverified_transport	no
M744_RS07970	exact_sequence_unique	gnl|PRJNA209528|M744_08325	unverified_transport	no
M744_RS07975	exact_sequence_unique	gnl|PRJNA209528|M744_08330	unverified_transport	no
M744_RS07980	exact_sequence_unique	gnl|PRJNA209528|M744_08335	unverified_transport	no
M744_RS07985	exact_sequence_unique	gnl|PRJNA209528|M744_08340	unverified_transport	no
M744_RS07990	exact_sequence_unique	gnl|PRJNA209528|M744_08345	unverified_transport	no
M744_RS07995	exact_sequence_unique	gnl|PRJNA209528|M744_08350	unverified_transport	no
M744_RS08000	exact_sequence_unique	gnl|PRJNA209528|M744_08355	unverified_transport	no
M744_RS08005	exact_sequence_unique	gnl|PRJNA209528|M744_08360	unverified_transport	no
M744_RS08010	exact_sequence_unique	gnl|PRJNA209528|M744_08365	unverified_transport	no
M744_RS08015	exact_sequence_unique	gnl|PRJNA209528|M744_08370	unverified_transport	no
M744_RS08020	exact_sequence_unique	gnl|PRJNA209528|M744_08375	unverified_transport	no
M744_RS08025	exact_sequence_unique	gnl|PRJNA209528|M744_08380	unverified_transport	no
M744_RS08030	exact_sequence_unique	gnl|PRJNA209528|M744_08385	unverified_transport	no
M744_RS08035	exact_sequence_unique	gnl|PRJNA209528|M744_08390	unverified_transport	no
M744_RS08040	exact_sequence_unique	gnl|PRJNA209528|M744_08395	unverified_transport	no
M744_RS08045	exact_sequence_unique	gnl|PRJNA209528|M744_08400	unverified_transport	no
M744_RS08050	exact_sequence_unique	gnl|PRJNA209528|M744_08405	unverified_transport	no
M744_RS08055	exact_sequence_unique	gnl|PRJNA209528|M744_08410	unverified_transport	no
M744_RS08060	exact_sequence_unique	gnl|PRJNA209528|M744_08415	unverified_transport	no
M744_RS08065	exact_sequence_unique	gnl|PRJNA209528|M744_08420	unverified_transport	no
M744_RS08070	exact_sequence_unique	gnl|PRJNA209528|M744_08425	unverified_transport	no
M744_RS08075	exact_sequence_unique	gnl|PRJNA209528|M744_08435	unverified_transport	no
M744_RS08080	exact_sequence_unique	gnl|PRJNA209528|M744_08440	unverified_transport	no
M744_RS08085	exact_sequence_unique	gnl|PRJNA209528|M744_08445	unverified_transport	no
M744_RS08090	exact_sequence_unique	gnl|PRJNA209528|M744_08450	unverified_transport	no
M744_RS08095	exact_sequence_unique	gnl|PRJNA209528|M744_08455	unverified_transport	no
M744_RS08100	exact_sequence_unique	gnl|PRJNA209528|M744_08460	unverified_transport	no
M744_RS08105	exact_sequence_unique	gnl|PRJNA209528|M744_08465	unverified_transport	no
M744_RS08110	exact_sequence_unique	gnl|PRJNA209528|M744_08470	unverified_transport	no
M744_RS08115	exact_sequence_unique	gnl|PRJNA209528|M744_08475	unverified_transport	no
M744_RS08120	exact_sequence_unique	gnl|PRJNA209528|M744_08480	unverified_transport	no
M744_RS08125	exact_sequence_unique	gnl|PRJNA209528|M744_08485	unverified_transport	no
M744_RS08130	exact_sequence_unique	gnl|PRJNA209528|M744_08495	unverified_transport	no
M744_RS08135	exact_sequence_unique	gnl|PRJNA209528|M744_08500	unverified_transport	no
M744_RS08140	absent		unverified_transport	no
M744_RS08145	absent		unverified_transport	no
M744_RS08150	exact_sequence_unique	gnl|PRJNA209528|M744_08515	unverified_transport	no
M744_RS08155	exact_sequence_unique	gnl|PRJNA209528|M744_08520	unverified_transport	no
M744_RS08160	exact_sequence_unique	gnl|PRJNA209528|M744_08525	unverified_transport	no
M744_RS08165	absent		unverified_transport	no
M744_RS08175	absent		unverified_transport	no
M744_RS08180	exact_sequence_unique	gnl|PRJNA209528|M744_08545	unverified_transport	no
M744_RS08185	exact_sequence_unique	gnl|PRJNA209528|M744_08550	unverified_transport	no
M744_RS08190	exact_sequence_unique	gnl|PRJNA209528|M744_08555	unverified_transport	no
M744_RS08195	exact_sequence_unique	gnl|PRJNA209528|M744_08560	unverified_transport	no
M744_RS08200	exact_sequence_unique	gnl|PRJNA209528|M744_08565	unverified_transport	no
M744_RS08205	exact_sequence_unique	gnl|PRJNA209528|M744_08570	unverified_transport	no
M744_RS08210	exact_sequence_unique	gnl|PRJNA209528|M744_08575	unverified_transport	no
M744_RS08215	exact_sequence_unique	gnl|PRJNA209528|M744_08580	unverified_transport	no
M744_RS08220	exact_sequence_unique	gnl|PRJNA209528|M744_08585	unverified_transport	no
M744_RS08225	exact_sequence_unique	gnl|PRJNA209528|M744_08590	unverified_transport	no
M744_RS08230	exact_sequence_unique	gnl|PRJNA209528|M744_08595	unverified_transport	no
M744_RS08235	exact_sequence_unique	gnl|PRJNA209528|M744_08600	unverified_transport	no
M744_RS08240	exact_sequence_unique	gnl|PRJNA209528|M744_08605	unverified_transport	no
M744_RS08245	exact_sequence_unique	gnl|PRJNA209528|M744_08610	unverified_transport	no
M744_RS08250	exact_sequence_unique	gnl|PRJNA209528|M744_08615	unverified_transport	no
M744_RS08265	exact_sequence_unique	gnl|PRJNA209528|M744_08630	unverified_transport	no
M744_RS08270	exact_sequence_unique	gnl|PRJNA209528|M744_08635	unverified_transport	no
M744_RS08275	exact_sequence_unique	gnl|PRJNA209528|M744_08640	unverified_transport	no
M744_RS08280	exact_sequence_unique	gnl|PRJNA209528|M744_08645	unverified_transport	no
M744_RS08285	exact_sequence_unique	gnl|PRJNA209528|M744_08650	unverified_transport	no
M744_RS08290	exact_sequence_unique	gnl|PRJNA209528|M744_08655	unverified_transport	no
M744_RS08295	exact_sequence_unique	gnl|PRJNA209528|M744_08660	unverified_transport	no
M744_RS08300	absent		unverified_transport	no
M744_RS08305	exact_sequence_unique	gnl|PRJNA209528|M744_08670	unverified_transport	no
M744_RS08310	exact_sequence_unique	gnl|PRJNA209528|M744_08675	unverified_transport	no
M744_RS08315	absent		unverified_transport	no
M744_RS08320	absent		unverified_transport	no
M744_RS08325	absent		unverified_transport	no
M744_RS08330	exact_sequence_unique	gnl|PRJNA209528|M744_08700	unverified_transport	no
M744_RS08335	exact_sequence_unique	gnl|PRJNA209528|M744_08705	unverified_transport	no
M744_RS08340	exact_sequence_unique	gnl|PRJNA209528|M744_08715	unverified_transport	no
M744_RS08345	exact_sequence_unique	gnl|PRJNA209528|M744_08720	unverified_transport	no
M744_RS08350	exact_sequence_unique	gnl|PRJNA209528|M744_08725	unverified_transport	no
M744_RS08355	exact_sequence_unique	gnl|PRJNA209528|M744_08730	unverified_transport	no
M744_RS08360	exact_sequence_unique	gnl|PRJNA209528|M744_08735	unverified_transport	no
M744_RS08365	absent		unverified_transport	no
M744_RS08370	exact_sequence_unique	gnl|PRJNA209528|M744_08745	unverified_transport	no
M744_RS08375	absent		unverified_transport	no
M744_RS08380	exact_sequence_unique	gnl|PRJNA209528|M744_08755	unverified_transport	no
M744_RS08385	absent		unverified_transport	no
M744_RS08390	absent		unverified_transport	no
M744_RS08395	exact_sequence_unique	gnl|PRJNA209528|M744_08770	unverified_transport	no
M744_RS08400	exact_sequence_unique	gnl|PRJNA209528|M744_08775	unverified_transport	no
M744_RS08405	exact_sequence_unique	gnl|PRJNA209528|M744_08780	unverified_transport	no
M744_RS08410	exact_sequence_unique	gnl|PRJNA209528|M744_08785	unverified_transport	no
M744_RS08415	exact_sequence_unique	gnl|PRJNA209528|M744_08790	unverified_transport	no
M744_RS08420	exact_sequence_unique	gnl|PRJNA209528|M744_08795	unverified_transport	no
M744_RS08430	absent		unverified_transport	no
M744_RS08435	exact_sequence_unique	gnl|PRJNA209528|M744_08830	unverified_transport	no
M744_RS08440	exact_sequence_unique	gnl|PRJNA209528|M744_08835	unverified_transport	no
M744_RS08450	absent		unverified_transport	no
M744_RS08455	exact_sequence_unique	gnl|PRJNA209528|M744_08855	unverified_transport	no
M744_RS08465	exact_sequence_unique	gnl|PRJNA209528|M744_08865	unverified_transport	no
M744_RS08470	absent		unverified_transport	no
M744_RS08475	exact_sequence_unique	gnl|PRJNA209528|M744_08875	unverified_transport	no
M744_RS08480	absent		unverified_transport	no
M744_RS08485	exact_sequence_unique	gnl|PRJNA209528|M744_08890	unverified_transport	no
M744_RS08490	exact_sequence_unique	gnl|PRJNA209528|M744_08895	unverified_transport	no
M744_RS08495	absent		unverified_transport	no
M744_RS08500	exact_sequence_unique	gnl|PRJNA209528|M744_08905	unverified_transport	no
M744_RS08505	exact_sequence_unique	gnl|PRJNA209528|M744_08910	unverified_transport	no
M744_RS08510	exact_sequence_unique	gnl|PRJNA209528|M744_08915	unverified_transport	no
M744_RS08515	exact_sequence_unique	gnl|PRJNA209528|M744_08920	unverified_transport	no
M744_RS08520	exact_sequence_unique	gnl|PRJNA209528|M744_08925	unverified_transport	no
M744_RS08525	exact_sequence_unique	gnl|PRJNA209528|M744_08930	unverified_transport	no
M744_RS08530	absent		unverified_transport	no
M744_RS08535	absent		unverified_transport	no
M744_RS08540	exact_sequence_unique	gnl|PRJNA209528|M744_08950	unverified_transport	no
M744_RS08545	exact_sequence_unique	gnl|PRJNA209528|M744_08955	unverified_transport	no
M744_RS08550	exact_sequence_unique	gnl|PRJNA209528|M744_08960	unverified_transport	no
M744_RS08555	exact_sequence_unique	gnl|PRJNA209528|M744_08965	unverified_transport	no
M744_RS08560	exact_sequence_unique	gnl|PRJNA209528|M744_08970	unverified_transport	no
M744_RS08565	absent		unverified_transport	no
M744_RS08570	exact_sequence_unique	gnl|PRJNA209528|M744_08985	unverified_transport	no
M744_RS08575	exact_sequence_unique	gnl|PRJNA209528|M744_08990	unverified_transport	no
M744_RS08580	exact_sequence_unique	gnl|PRJNA209528|M744_08995	unverified_transport	no
M744_RS08585	exact_sequence_unique	gnl|PRJNA209528|M744_09000	unverified_transport	no
M744_RS08590	exact_sequence_unique	gnl|PRJNA209528|M744_09005	unverified_transport	no
M744_RS08595	exact_sequence_unique	gnl|PRJNA209528|M744_09010	unverified_transport	no
M744_RS08600	absent		unverified_transport	no
M744_RS08605	exact_sequence_unique	gnl|PRJNA209528|M744_09020	unverified_transport	no
M744_RS08610	exact_sequence_unique	gnl|PRJNA209528|M744_09025	unverified_transport	no
M744_RS08615	exact_sequence_unique	gnl|PRJNA209528|M744_09030	unverified_transport	no
M744_RS08620	absent		unverified_transport	no
M744_RS08625	exact_sequence_unique	gnl|PRJNA209528|M744_09040	unverified_transport	no
M744_RS08630	exact_sequence_unique	gnl|PRJNA209528|M744_09045	unverified_transport	no
M744_RS08635	exact_sequence_unique	gnl|PRJNA209528|M744_09050	unverified_transport	no
M744_RS08640	exact_sequence_unique	gnl|PRJNA209528|M744_09055	unverified_transport	no
M744_RS08645	exact_sequence_unique	gnl|PRJNA209528|M744_09065	unverified_transport	no
M744_RS08650	exact_sequence_unique	gnl|PRJNA209528|M744_09075	unverified_transport	no
M744_RS08655	exact_sequence_unique	gnl|PRJNA209528|M744_09080	unverified_transport	no
M744_RS08660	exact_sequence_unique	gnl|PRJNA209528|M744_09085	unverified_transport	no
M744_RS08665	exact_sequence_unique	gnl|PRJNA209528|M744_09090	unverified_transport	no
M744_RS08670	exact_sequence_unique	gnl|PRJNA209528|M744_09095	unverified_transport	no
M744_RS08675	absent		unverified_transport	no
M744_RS08680	absent		unverified_transport	no
M744_RS08685	exact_sequence_unique	gnl|PRJNA209528|M744_09115	unverified_transport	no
M744_RS08690	exact_sequence_unique	gnl|PRJNA209528|M744_09120	unverified_transport	no
M744_RS08695	absent		unverified_transport	no
M744_RS08700	exact_sequence_unique	gnl|PRJNA209528|M744_09135	unverified_transport	no
M744_RS08705	exact_sequence_unique	gnl|PRJNA209528|M744_09140	unverified_transport	no
M744_RS08710	exact_sequence_unique	gnl|PRJNA209528|M744_09145	unverified_transport	no
M744_RS08715	exact_sequence_unique	gnl|PRJNA209528|M744_09150	unverified_transport	no
M744_RS08720	exact_sequence_unique	gnl|PRJNA209528|M744_09155	unverified_transport	no
M744_RS08725	exact_sequence_unique	gnl|PRJNA209528|M744_09160	unverified_transport	no
M744_RS08730	exact_sequence_unique	gnl|PRJNA209528|M744_09165	unverified_transport	no
M744_RS08735	exact_sequence_unique	gnl|PRJNA209528|M744_09170	unverified_transport	no
M744_RS08740	exact_sequence_unique	gnl|PRJNA209528|M744_09175	unverified_transport	no
M744_RS08745	exact_sequence_unique	gnl|PRJNA209528|M744_09185	unverified_transport	no
M744_RS08750	exact_sequence_unique	gnl|PRJNA209528|M744_09190	unverified_transport	no
M744_RS08755	exact_sequence_unique	gnl|PRJNA209528|M744_09195	unverified_transport	no
M744_RS08760	exact_sequence_unique	gnl|PRJNA209528|M744_09200	unverified_transport	no
M744_RS08765	exact_sequence_unique	gnl|PRJNA209528|M744_09205	unverified_transport	no
M744_RS08770	exact_sequence_unique	gnl|PRJNA209528|M744_09210	unverified_transport	no
M744_RS08775	exact_sequence_unique	gnl|PRJNA209528|M744_09215	unverified_transport	no
M744_RS08780	exact_sequence_unique	gnl|PRJNA209528|M744_09220	unverified_transport	no
M744_RS08785	exact_sequence_unique	gnl|PRJNA209528|M744_09225	unverified_transport	no
M744_RS08790	exact_sequence_unique	gnl|PRJNA209528|M744_09230	unverified_transport	no
M744_RS08795	exact_sequence_unique	gnl|PRJNA209528|M744_09240	unverified_transport	no
M744_RS08800	absent		unverified_transport	no
M744_RS08805	exact_sequence_unique	gnl|PRJNA209528|M744_09250	unverified_transport	no
M744_RS08810	absent		unverified_transport	no
M744_RS08815	exact_sequence_unique	gnl|PRJNA209528|M744_09260	unverified_transport	no
M744_RS08820	exact_sequence_unique	gnl|PRJNA209528|M744_09265	unverified_transport	no
M744_RS08825	exact_sequence_unique	gnl|PRJNA209528|M744_09270	unverified_transport	no
M744_RS08830	exact_sequence_unique	gnl|PRJNA209528|M744_09275	unverified_transport	no
M744_RS08835	exact_sequence_unique	gnl|PRJNA209528|M744_09280	unverified_transport	no
M744_RS08840	absent		unverified_transport	no
M744_RS08845	exact_sequence_unique	gnl|PRJNA209528|M744_09290	unverified_transport	no
M744_RS08850	exact_sequence_unique	gnl|PRJNA209528|M744_09295	unverified_transport	no
M744_RS08855	exact_sequence_unique	gnl|PRJNA209528|M744_09300	unverified_transport	no
M744_RS08860	exact_sequence_unique	gnl|PRJNA209528|M744_09305	unverified_transport	no
M744_RS08865	exact_sequence_unique	gnl|PRJNA209528|M744_09310	unverified_transport	no
M744_RS08870	absent		unverified_transport	no
M744_RS08875	exact_sequence_unique	gnl|PRJNA209528|M744_09320	unverified_transport	no
M744_RS08880	exact_sequence_unique	gnl|PRJNA209528|M744_09325	unverified_transport	no
M744_RS08885	exact_sequence_unique	gnl|PRJNA209528|M744_09330	unverified_transport	no
M744_RS08890	exact_sequence_unique	gnl|PRJNA209528|M744_09335	unverified_transport	no
M744_RS08895	exact_sequence_unique	gnl|PRJNA209528|M744_09340	unverified_transport	no
M744_RS08900	exact_sequence_unique	gnl|PRJNA209528|M744_09345	unverified_transport	no
M744_RS08910	exact_sequence_unique	gnl|PRJNA209528|M744_09355	unverified_transport	no
M744_RS08920	exact_sequence_unique	gnl|PRJNA209528|M744_09365	unverified_transport	no
M744_RS08930	absent		unverified_transport	no
M744_RS08935	exact_sequence_unique	gnl|PRJNA209528|M744_09380	unverified_transport	no
M744_RS08940	exact_sequence_unique	gnl|PRJNA209528|M744_09385	unverified_transport	no
M744_RS08945	absent		unverified_transport	no
M744_RS08950	exact_sequence_unique	gnl|PRJNA209528|M744_09400	unverified_transport	no
M744_RS08955	absent		unverified_transport	no
M744_RS08960	absent		unverified_transport	no
M744_RS08965	exact_sequence_unique	gnl|PRJNA209528|M744_09415	unverified_transport	no
M744_RS08970	exact_sequence_unique	gnl|PRJNA209528|M744_09420	unverified_transport	no
M744_RS08975	exact_sequence_unique	gnl|PRJNA209528|M744_09430	unverified_transport	no
M744_RS08980	exact_sequence_unique	gnl|PRJNA209528|M744_09435	unverified_transport	no
M744_RS08985	exact_sequence_unique	gnl|PRJNA209528|M744_09440	unverified_transport	no
M744_RS08990	exact_sequence_unique	gnl|PRJNA209528|M744_09445	unverified_transport	no
M744_RS08995	exact_sequence_unique	gnl|PRJNA209528|M744_09450	unverified_transport	no
M744_RS09000	absent		unverified_transport	no
M744_RS09005	exact_sequence_unique	gnl|PRJNA209528|M744_09460	unverified_transport	no
M744_RS09010	exact_sequence_unique	gnl|PRJNA209528|M744_09465	unverified_transport	no
M744_RS09015	exact_sequence_unique	gnl|PRJNA209528|M744_09470	unverified_transport	no
M744_RS09020	exact_sequence_unique	gnl|PRJNA209528|M744_09475	unverified_transport	no
M744_RS09025	exact_sequence_unique	gnl|PRJNA209528|M744_09480	unverified_transport	no
M744_RS09030	exact_sequence_unique	gnl|PRJNA209528|M744_09485	unverified_transport	no
M744_RS09035	exact_sequence_unique	gnl|PRJNA209528|M744_09490	unverified_transport	no
M744_RS09040	exact_sequence_unique	gnl|PRJNA209528|M744_09495	unverified_transport	no
M744_RS09045	exact_sequence_unique	gnl|PRJNA209528|M744_09500	unverified_transport	no
M744_RS09050	exact_sequence_unique	gnl|PRJNA209528|M744_09505	unverified_transport	no
