locus_tag	gene_symbol	protein_id	protein_id_locus_count	refseq_protein_record	computed_cds_translation	refseq_protein_sequence	protein_length_aa	protein_sequence_sha256	identity_ambiguity	experimentally_detected	characterized_homolog	tested_variant_evidence	tested_variant_growth_condition
M744_RS08350		WP_011242318.1	1	present	exact	exact	465	8aea85c32ee80f68be371ce8f9f9944ffd9b35a6dd51e6818febdb003def6c58	none	unknown	unknown	unknown	unknown
M744_RS08355		WP_011378076.1	1	present	exact	exact	126	a20f2e98edea6f335d6fd35bfa58a96601658e31611d4e81b9ae0cf7b97c3905	none	unknown	unknown	unknown	unknown
M744_RS08360		WP_011378077.1	1	present	exact	exact	439	acef6b162b302abf24c720e98b313cd95ba1d0ab984ca7707695be57d29a7622	none	unknown	unknown	unknown	unknown
M744_RS08365		WP_011242320.1	1	present	exact	exact	186	69622258561f44085069170d91a7071e7a3c71b07569a09704bd601c3019ce9d	none	unknown	unknown	unknown	unknown
M744_RS08370		WP_011378078.1	1	present	exact	exact	418	8f18fe07833205fd3d678bdedcb4de8c4218f8dd0aebc8555b7aedc02aff0a79	none	unknown	unknown	unknown	unknown
M744_RS08375		WP_231621293.1	1	present	exact	exact	278	c3f99759d3d17346cb2a6376bf53b522c107e8298b767a9a2195e545a8223c14	none	unknown	unknown	unknown	unknown
M744_RS08380	ilvC	WP_039755692.1	1	present	exact	exact	330	0ca41dcb2198726bbbfd6af2c5d1a0ebe1c06a94995d23f29faed1c4f6bc7542	none	unknown	unknown	unknown	unknown
M744_RS08385		WP_011242324.1	1	present	exact	exact	297	f83912322e7a262b132a22ed968d7ffb27f0cf3c3662c427a67df1f3002d301b	none	unknown	unknown	unknown	unknown
M744_RS08390	clpP	WP_265575068.1	1	present	exact	exact	226	8a92ed6384726c9123cedb594087d9e8b42d0018c576fde28e40afdbe406b4e6	none	unknown	unknown	unknown	unknown
M744_RS08395	psb29	WP_039755956.1	1	present	exact	exact	254	c3df24557ce4a9ab551ad72aadc1e658ccc4a27a3a9e4a5d1cb82320015208e3	none	unknown	unknown	unknown	unknown
M744_RS08400		WP_011378080.1	1	present	exact	exact	192	349b3863a7653d5b493643cb133b10d59e78ac6b142c2ca3a8c0cb45c30bea32	none	unknown	unknown	unknown	unknown
M744_RS08405		WP_011378081.1	1	present	exact	exact	310	c72b9aab830137fc3cbbc165e673ced4a06e9fd53f43b4d152b6b8502546c7c7	none	unknown	unknown	unknown	unknown
M744_RS08410		WP_039755693.1	1	present	exact	exact	61	b4d776af0295065cab042667f7bc75fb3fec8c9cd13322b9ddc777286813da84	none	unknown	unknown	unknown	unknown
M744_RS08415		WP_011378082.1	1	present	exact	exact	355	87f12bbc76ddf7f23d36ba3033d7700a3f567788c1a8a1992951031146018ad2	none	unknown	unknown	unknown	unknown
M744_RS08420		WP_011242330.1	1	present	exact	exact	224	85bb82477c30b37ed9bce9388886243bdaffd8b6b099a9b374e92a71a095a1b6	none	unknown	unknown	unknown	unknown
M744_RS08430		WP_155813835.1	1	present	exact	exact	231	62578bb69f96c97e4d11cf8a341efe6c2defadbf9c47b839cbac669c0e32d48b	none	unknown	unknown	unknown	unknown
M744_RS08435		WP_011378084.1	1	present	exact	exact	298	d297bcf13aa9b1773b2bc30b2791970781dc6fcccead98bdf0b37870f638f526	none	unknown	unknown	unknown	unknown
M744_RS08440		WP_039755696.1	1	present	exact	exact	62	02d1cfda1be41b51f7d1df7a349a25281463849771c42813edbd4e21c87ea7c3	none	unknown	unknown	unknown	unknown
M744_RS08450		WP_231621294.1	1	present	exact	exact	156	4d967f1608c541940852d303cf107a41942bd5a0a05a9e4afbdfb9b222c28b14	none	unknown	unknown	unknown	unknown
M744_RS08455		WP_011242335.1	1	present	exact	exact	105	a940d2e92398c509a0d49ccb4b061a5cea54ea5e6584b314134a3643de8aaa50	none	unknown	unknown	unknown	unknown
M744_RS08465		WP_011378085.1	1	present	exact	exact	146	7a72439c48230b0b76d99689e291c46b3fe52ae33bff9c6c3cb819bc9ace5071	none	unknown	unknown	unknown	unknown
M744_RS08470	ppk1	WP_196794073.1	1	present	exact	exact	719	f7005d1ed2e1d39c53680d95af8b08484d74a638d8e9a0e0678621e5abb650eb	none	unknown	unknown	unknown	unknown
M744_RS08475		WP_011378087.1	1	present	exact	exact	105	2ee183fc66005ef6132bd6b7b6ead698c193c5ddb46613c40773030bd0b6c630	none	unknown	unknown	unknown	unknown
M744_RS08480		WP_231621296.1	1	present	exact	exact	74	6eae14df4628e1f494f15865d4c85539cbd460534cbf5184ec163d3be50624d8	none	unknown	unknown	unknown	unknown
M744_RS08485		WP_011242339.1	1	present	exact	exact	172	ddcdd8720ffc58c37c205b3c0b2a3c5f6647834cac75836cecbe3713ea0b7596	none	unknown	unknown	unknown	unknown
M744_RS08490		WP_011378089.1	1	present	exact	exact	747	08b4bc030dd1acdb8a534095b53179fd527846ce7201822b04b6ee16a06ed496	none	unknown	unknown	unknown	unknown
M744_RS08495		WP_231621297.1	1	present	exact	exact	267	7acf826a9f675d8d1395fd359ac6866df7610212afadef7a12a82e973add4466	none	unknown	unknown	unknown	unknown
M744_RS08500		WP_011378090.1	1	present	exact	exact	528	687213f42513314bd220ebce9fc81f089accf418f436bb3ac8b7c8b7bae85b9a	none	unknown	unknown	unknown	unknown
M744_RS08505		WP_011242343.1	1	present	exact	exact	266	c24ca582658906c6cddff6aa27b4a6aaa397709d6a1d53ac20daaf8a1e4460a0	none	unknown	unknown	unknown	unknown
M744_RS08510		WP_011242344.1	1	present	exact	exact	890	fe508d0775d794768a72a1d1e3c7f3d7cccd956e33ba7cb311b7c371f462481b	none	unknown	unknown	unknown	unknown
M744_RS08515		WP_011378091.1	1	present	exact	exact	681	76e200784ccb5d309173e8ecbe4226f754ab102cc29c0a670667b8744e14b2bb	none	unknown	unknown	unknown	unknown
M744_RS08520	clcA	WP_011242346.1	1	present	exact	exact	463	57ef15733fd126cecc38e668f29c6d36107c8e650742ac6a8ab19af0d6f23574	none	unknown	unknown	unknown	unknown
M744_RS08525	argS	WP_039755959.1	1	present	exact	exact	584	c70a7f6817a5774085de08b6b84cb2e4a6b8e0dba18680c372849b179b23284d	none	unknown	unknown	unknown	unknown
M744_RS08530	tatC	WP_231621402.1	1	present	exact	exact	239	0093be661c4bfa6d4754c031ec8dc2fcc76f4f065531933c196d2ce8f0b1f76e	none	unknown	unknown	unknown	unknown
M744_RS08535		WP_039755702.1	1	present	exact	exact	183	801fdbe81df57d3ec55e078a8d0acce5002f0da3ae33b8cc6930af81c78c2aeb	none	unknown	unknown	unknown	unknown
M744_RS08540		WP_011378094.1	1	present	exact	exact	141	49623e55aeaa7062e412d55ac8bdf03e85134100f82232b65694ea18b3a9ef62	none	unknown	unknown	unknown	unknown
M744_RS08545		WP_011242351.1	1	present	exact	exact	559	492339876d571b1c628a67c68885bf8d7b33ee868ed9c932c597246b82a39f01	none	unknown	unknown	unknown	unknown
M744_RS08550	mnmE	WP_011378095.1	1	present	exact	exact	462	8abb9f72d2a75f5f3743f10232e85671a589553471be5329b381ae84089303b3	none	unknown	unknown	unknown	unknown
M744_RS08555		WP_011378096.1	1	present	exact	exact	178	cbcba9ab28c0e6e43006d103440d4b89522939c849f89c46038ae6adf6df61a7	none	unknown	unknown	unknown	unknown
M744_RS08560		WP_011378097.1	1	present	exact	exact	492	32a50156f9983f802752b38f4beb1315fbd8aa0fc786f045b04359235696f00d	none	unknown	unknown	unknown	unknown
M744_RS08565		WP_011378098.1	1	present	exact	exact	261	651f8ce9c6f567367b0bcff0977d4884460a273e053bb2c6050cc3954cbdc9e6	none	unknown	unknown	unknown	unknown
M744_RS08570	manS	WP_011378099.1	1	present	exact	exact	436	c9edaab906431cf26e80c892a143897cb85dcadc433d948372a2c9098f951ddd	none	unknown	unknown	unknown	unknown
M744_RS08575		WP_011378100.1	1	present	exact	exact	146	207460f3119308841f2c9bf74947fe626202f2d9a17411722ee5acb7875cae10	none	unknown	unknown	unknown	unknown
M744_RS08580		WP_011378101.1	1	present	exact	exact	859	b78b6709d3f4aedf1f5a795efefb6dcfe25d282749039045e987990da3ac7922	none	unknown	unknown	unknown	unknown
M744_RS08585		WP_011378102.1	1	present	exact	exact	429	40d99fd3b90ce7b60685fa14c79d850774bd45524b148ff8110a93e7c8a78bed	none	unknown	unknown	unknown	unknown
M744_RS08590		WP_011242360.1	1	present	exact	exact	285	a3809ccc784aebceb5f28c8120e2e4c2d61f65424a9dcc4de32c61c165ee75f5	none	unknown	unknown	unknown	unknown
M744_RS08595		WP_011242361.1	1	present	exact	exact	295	48d0005ee5974e3216cbb9196ed93d497c2228509dc6971b5ad33e4d0461a41d	none	unknown	unknown	unknown	unknown
M744_RS08600		WP_011378103.1	1	present	exact	exact	271	0fd539589e80300ebf4748807d1151d648e797ee61b0a8bb9a388b1aa8498908	none	unknown	unknown	unknown	unknown
M744_RS08605		WP_011378104.1	1	present	exact	exact	231	b4b031ed943af76041b4fd2409936d400db5197d8afcd68060347a140a4bf8ba	none	unknown	unknown	unknown	unknown
M744_RS08610		WP_011242364.1	1	present	exact	exact	341	92cb014842bedb18164e668759f1abace9da6f79cc7ec5e42cdb3328c8fe977d	none	unknown	unknown	unknown	unknown
M744_RS08615		WP_011242365.1	1	present	exact	exact	327	4fa4c5bbfb491734a320ef16bb809a952abfafd2a6686fcdb43834b541b4793a	none	unknown	unknown	unknown	unknown
M744_RS08620		WP_011242366.1	1	present	exact	exact	245	15276efc66a32be0e3edc41b52aaeb49c296f508ffca88017477cbeaef097dab	none	unknown	unknown	unknown	unknown
M744_RS08625	folE	WP_011242367.1	1	present	exact	exact	213	5d32ceaf014372164485e905e30fc92e89cbd0c04ee1f343417bc2511053a9a4	none	unknown	unknown	unknown	unknown
M744_RS08630		WP_011242368.1	1	present	exact	exact	264	c2a5bd47fa94d4d1a54adec4ab8a430ca828f45f72aa136ac26ddaa526ea2531	none	unknown	unknown	unknown	unknown
M744_RS08635		WP_011242369.1	1	present	exact	exact	361	9cd9091cc2ec5300d22a1ec56e6c41f2e04916e36db9640cd769fc79a5e17c05	none	unknown	unknown	unknown	unknown
M744_RS08640		WP_011242370.1	1	present	exact	exact	280	fe018e3786da06d6449c55c55835962dff37a590114f69ad2c6803470f263b53	none	unknown	unknown	unknown	unknown
M744_RS08645		WP_011378105.1	1	present	exact	exact	245	9dbfd18b522afbffb4630c2a1c0412c9acf20e4f200b6eea91182850c22ba5ec	none	unknown	unknown	unknown	unknown
M744_RS08650		WP_011378106.1	1	present	exact	exact	375	03c3d0bed48bc09d9b84eebf59ef36967e90cbbf1a7077add8ea5b0696e593b7	none	unknown	unknown	unknown	unknown
M744_RS08655		WP_011378107.1	1	present	exact	exact	450	153da889d6713934dd3bee3ae5649af50b4c76159536bab349e58faacd798970	none	unknown	unknown	unknown	unknown
M744_RS08660		WP_011378108.1	1	present	exact	exact	192	425de1c73e7f2daa57d2a0b6807228daedd46bb6eb76fd484240edd25c59ad1d	none	unknown	unknown	unknown	unknown
M744_RS08665		WP_011378109.1	1	present	exact	exact	186	1890cc39da3391e432e80e9f4cc6eff88b7e011045c5807c76b641ff7927b64d	none	unknown	unknown	unknown	unknown
M744_RS08670		WP_011378110.1	1	present	exact	exact	518	18e8b8390af9a1e6625af4a2b76b19f9e169ec684e37b3b0256d493f161949ef	none	unknown	unknown	unknown	unknown
M744_RS08675		WP_011378111.1	1	present	exact	exact	469	49286fe17690867e08747b375c1ad9407e4cb8153958df5b3f08499b7e352d02	none	unknown	unknown	unknown	unknown
M744_RS08680	nrdJ	WP_011378112.1	1	present	exact	exact	1137	d864c3f1a93b661dca6a6b975b8dfaf7ef7adfbbe63435421341b71ff05ac9af	none	unknown	unknown	unknown	unknown
M744_RS08685		WP_011378113.1	1	present	exact	exact	470	09a2e8c6c55aaaaa4d92d6b4b0c750bddd2e219ee13e8db8b2f8ed4d94d980de	none	unknown	unknown	unknown	unknown
M744_RS08690		WP_011242381.1	1	present	exact	exact	97	5ff2aadaa1eee8e31a1d8cd100b2f8e02214330066cf97c9a2e71eeee0dd4189	none	unknown	unknown	unknown	unknown
M744_RS08695		WP_011242382.1	1	present	exact	exact	408	2953969a2f5be1bdf3f1c3f57f5d40e4b9930e437139862d25a6ac2c6defee8d	none	unknown	unknown	unknown	unknown
M744_RS08700		WP_011378114.1	1	present	exact	exact	191	efba064cab96e22d93c1a748bc733b3bd9ceb1ca002ca658f84187eb5ba517ba	none	unknown	unknown	unknown	unknown
M744_RS08705	rpmH	WP_011242384.1	1	present	exact	exact	45	83f6007177d2b4d0365595b806c9e74101930b4787e9ed5ab4c5381165aac3e5	none	unknown	unknown	unknown	unknown
M744_RS08710	rnpA	WP_011242385.1	1	present	exact	exact	122	1d7711a60c4d663f45537fcc9c3e17ad0269973a5359de74d181d4878ba78fd5	none	unknown	unknown	unknown	unknown
M744_RS08715		WP_011242386.1	1	present	exact	exact	128	760a6f1e82a4e892564965bbf7e286f592efb75d8ba2cb8344e3a2fa865b1e9e	none	unknown	unknown	unknown	unknown
M744_RS08720	yidC	WP_011242387.1	1	present	exact	exact	392	848017f2baf9e72fce7316c7c1d075b85051c48478d1455f25b46c0e1633cfad	none	unknown	unknown	unknown	unknown
M744_RS08725		WP_011242388.1	1	present	exact	exact	168	7a22d542f0f5cb529a1991007ab3f19e12cf25d92cdda78f3e68a97b967f6b95	none	unknown	unknown	unknown	unknown
M744_RS08730		WP_011378115.1	1	present	exact	exact	168	7bca017b24f1533e2a3366c588762e79ac188bfecafa38a7c6336bdab8b072db	none	unknown	unknown	unknown	unknown
M744_RS08735		WP_011242391.1	1	present	exact	exact	501	78f7fdefe0ff01d57d7ca9ef96978e45288f4709dd00a58e60319d3e0e46b501	none	unknown	unknown	unknown	unknown
M744_RS08740		WP_011242392.1	1	present	exact	exact	522	c8badfd4d5c04a56d1537cc481a107c9e5ba5ab4e7abf4f1df8594bbc790a220	none	unknown	unknown	unknown	unknown
M744_RS08745		WP_011242393.1	1	present	exact	exact	823	9a946ace936b4f39ec5df5abbc3439df9da659454f5ebf08f5ba642d0d384e84	none	unknown	unknown	unknown	unknown
M744_RS08750		WP_011242394.1	1	present	exact	exact	230	192e0c40959d8432069c143c98bb888e0fc6cd70e764aa4eb4b4a000eb458919	none	unknown	unknown	unknown	unknown
M744_RS08755	ribE	WP_011378116.1	1	present	exact	exact	219	e6bb4231ed3da6763b3396d789a5ae924a081d0179a20cf4f8921bec8212e0bf	none	unknown	unknown	unknown	unknown
M744_RS08760		WP_011242396.1	1	present	exact	exact	407	eed5a22bc128d440f0c5a43a792c8e0652c838e2bcae20b21c0c9ed6e45a50f9	none	unknown	unknown	unknown	unknown
M744_RS08765		WP_011242397.1	1	present	exact	exact	160	8a342c012e2b0a64ae57ea6e9e5f03819ee1176ad0bb64d04bf84d5cccd8409e	none	unknown	unknown	unknown	unknown
M744_RS08770		WP_011378117.1	1	present	exact	exact	432	eedb0c53860bd42a261b4fe462ec3ecfb1275029e1d41b0360338cf563627ef8	none	unknown	unknown	unknown	unknown
M744_RS08775		WP_011242400.1	1	present	exact	exact	239	7c1d198b74e3dd9e38f30a849d66b63e1d03081d08fc84e934cd0f8a6425b326	none	unknown	unknown	unknown	unknown
M744_RS08780		WP_011242401.1	1	present	exact	exact	213	f6930ae2c140ddd41f8754647a41d404dd585e7a754385f14f208bbb359b8a86	none	unknown	unknown	unknown	unknown
M744_RS08785	petJ	WP_011242402.1	1	present	exact	exact	111	d1fc9985a4e752be7aa9c60d635edae850bf02853e33c9518bdeae2f2f83aa41	none	unknown	unknown	unknown	unknown
M744_RS08790		WP_011242403.1	1	present	exact	exact	299	53fda2628b30a50b327cf680e276daa99e82f2f408f4e2430887b7cdf74a3e6a	none	unknown	unknown	unknown	unknown
M744_RS08795		WP_011242404.1	1	present	exact	exact	169	51a58ad0292e9d6a21567a3d16d08e6b48b0a19fdd054fcd8eb89b906c6cfabe	none	unknown	unknown	unknown	unknown
M744_RS08800		WP_231621299.1	1	present	exact	exact	250	15f5c5ee3afb976435fdc62970af8d0b2b8b3e204be5cbf32eee778ebaa1091e	none	unknown	unknown	unknown	unknown
M744_RS08805		WP_011242406.1	1	present	exact	exact	179	5e97d850f28bf98db3ee946a960e7ca35b5c9d8c6d981c64573a1b1f34f8695b	none	unknown	unknown	unknown	unknown
M744_RS08810		WP_039755710.1	1	present	exact	exact	544	b39a14f5b6d1f78423406a3e79c30cb79698040cd8df687407aac0cca1c9ff5e	none	unknown	unknown	unknown	unknown
M744_RS08815		WP_011242408.1	1	present	exact	exact	356	09bac1f32133967df46c580f3537a8faf2c234502850ab0928152026b86f5d96	none	unknown	unknown	unknown	unknown
M744_RS08820		WP_071818118.1	1	present	exact	exact	452	b014112cdc7b97d6fdd410806b2ac0f6594e806c79116bbbc3985e8103a1337f	none	unknown	unknown	unknown	unknown
M744_RS08825		WP_011242410.1	1	present	exact	exact	85	cf2958c78f0900f771abcb8cf0da33c51a1517e5de983a4aef1ecc4e00d5a55a	none	unknown	unknown	unknown	unknown
M744_RS08830	tsaB	WP_011242411.1	1	present	exact	exact	206	2b6a5c9930df0cce5c3b1235a3d4bc0defe9050cee7e4e54aeb235a8a417dc20	none	unknown	unknown	unknown	unknown
M744_RS08835		WP_011378040.1	1	present	exact	exact	188	d413a21cdaaf869e564cc496457d59a028a9ed990747b389e18d1af81aaefb8b	none	unknown	unknown	unknown	unknown
M744_RS08840		WP_011242413.1	1	present	exact	exact	225	c86d3cd4e1a3112249ac7e79f9a6c021d794ba0ba4ed319c192caeaeaac0146b	none	unknown	unknown	unknown	unknown
M744_RS08845	fabD	WP_011242414.1	1	present	exact	exact	293	99186c3c62f8bc6c4a30bb9523b1a9ccf2d3383b3cecaaf20d249086537dbb3b	none	unknown	unknown	unknown	unknown
M744_RS08850		WP_011242415.1	1	present	exact	exact	335	b07765901dcf8926bd257e012db6d0a75ff18a0ac2da0a8e59312c8ca5d6a557	none	unknown	unknown	unknown	unknown
M744_RS08855	plsX	WP_011242416.1	1	present	exact	exact	346	cc695bd6be64f1977d6cc28f5f67453f81988eab8ea4bd0939fdeddeb7456d75	none	unknown	unknown	unknown	unknown
M744_RS08860	rpaB	WP_011378039.1	1	present	exact	exact	244	2c945c220f47c067801bacb62aac584c4e2938d331ba42e3051bc34c5da10d8d	none	unknown	unknown	unknown	unknown
M744_RS08865	radA	WP_011378038.1	1	present	exact	exact	478	0460a9a9ba9542de4572d9902115ed164851f67e43a6fdbe099e4259749e8bd0	none	unknown	unknown	unknown	unknown
M744_RS08870		WP_011242419.1	1	present	exact	exact	153	961c0644c7d5735c495e019da75f8994e35b0f8395baaa1de73480a336b68867	none	unknown	unknown	unknown	unknown
M744_RS08875		WP_011378037.1	1	present	exact	exact	266	251b436dc1b39de37603aae2af1d15be01beaf5aa665fb6a3343b5d778751ca4	none	unknown	unknown	unknown	unknown
M744_RS08880	lpxD	WP_011242421.1	1	present	exact	exact	355	a5e34f4a392f13e63e0559d898adc4b23b2bb287d0a1a1c93bf9b75236942eda	none	unknown	unknown	unknown	unknown
M744_RS08885	nadA	WP_011242422.1	1	present	exact	exact	320	fdbbf28d8f5abf6fb67bbf3059f6932de9e13ad6249c08e7b6bc84aeec65e113	none	unknown	unknown	unknown	unknown
M744_RS08890		WP_011378036.1	1	present	exact	exact	272	35c8e44537212f230fab3ebbf1aea8c9c7f069f6833672aba2ad5f31f25ddd70	none	unknown	unknown	unknown	unknown
M744_RS08895		WP_011378035.1	1	present	exact	exact	139	d600ff422863dfb9ebea645a48e9813d1b4844fedf394ce9474b88b2b65da83f	none	unknown	unknown	unknown	unknown
M744_RS08900		WP_011378034.1	1	present	exact	exact	371	34c937457975a999492455c2af799eb250866065fc216234ad454655028f2542	none	unknown	unknown	unknown	unknown
M744_RS08910	fba	WP_011242426.1	1	present	exact	exact	357	425499b9917e7c848765c79e97ec723c00b5e8f21d0eb3b497e62f60fc542031	none	unknown	unknown	unknown	unknown
M744_RS08920		WP_011242427.1	1	present	exact	exact	144	e3bcb67344907d584cf47854321a4bd1b956e3aa861c8bd1c18a45fe0dc57c7a	none	unknown	unknown	unknown	unknown
M744_RS08930	cbiB	WP_011242428.1	1	present	exact	exact	325	13d27a05d54b047acac35fb3a8c638e6291f12d08ebcba1de2237dfdd9805731	none	unknown	unknown	unknown	unknown
M744_RS08935	thrB	WP_011242429.1	1	present	exact	exact	306	0787c2660a99dd51b0b6a169582c6c08a3cc723adff5bc3768301a0403e2d16b	none	unknown	unknown	unknown	unknown
M744_RS08940		WP_011242430.1	1	present	exact	exact	533	f276986ea2450b514ae2d926916e9e4a1ab9e5f12f239c790f17206c7aee9624	none	unknown	unknown	unknown	unknown
M744_RS08945		WP_231621403.1	1	present	exact	exact	131	5d42bd6895d8b0371d168f81d4c8c62dacfab1463980ce017c5a2a55c79472f7	none	unknown	unknown	unknown	unknown
M744_RS08950		WP_011242433.1	1	present	exact	exact	92	66418af26d4e213bc7eb7dc65ab5cd01b6d0b1ac0b39275a70d6335e17466d82	none	unknown	unknown	unknown	unknown
M744_RS08955		WP_231621300.1	1	present	exact	exact	139	d8c94bff2e2e6b52683cce30dd2055e726be45c4f0e6e883d1bfba6cae19b908	none	unknown	unknown	unknown	unknown
M744_RS08960	menD	WP_011242435.1	1	present	exact	exact	582	14cf0a6ddc37c1a88f1c1f8479ab6c93666bc9db70a5abc6221aaed9613e4318	none	unknown	unknown	unknown	unknown
M744_RS08965		WP_011242436.1	1	present	exact	exact	199	5a48c49c07ab5f74a65e8126add5c0301d81fbefe9477e9789fdba1f7e089a9d	none	unknown	unknown	unknown	unknown
M744_RS08970	argC	WP_011242437.1	1	present	exact	exact	352	5ab5622339399ba36826acf32330e40c7cda1cdac412d214f99c9efd09ff6aff	none	unknown	unknown	unknown	unknown
M744_RS08975	ribBA	WP_011378031.1	1	present	exact	exact	561	d2d30cf1f28cb7da5303689d518a3b644cf38ed964d847873747b522dc0a53e9	none	unknown	unknown	unknown	unknown
M744_RS08980		WP_011242439.1	1	present	exact	exact	145	885692e9c8118b3bdc965c6e378ca9a06900d13350f1a2c36017deb13cf670c9	none	unknown	unknown	unknown	unknown
M744_RS08985		WP_011242440.1	1	present	exact	exact	285	83e340d9b3c82848ee43291ec0d396e8b0e3e7c36452bb9a5cbc6e8a8c7af76e	none	unknown	unknown	unknown	unknown
M744_RS08990		WP_011242441.1	1	present	exact	exact	136	0688d2c546ef5e3b818ce9b3f45d3eb942740e09849eef2047b2864ea734050d	none	unknown	unknown	unknown	unknown
M744_RS08995	purK	WP_011242442.1	1	present	exact	exact	395	31b07e4ee9c3f88ac84346335a8a2a1af7eb29a5989700d25c2c00d5d28d7ec4	none	unknown	unknown	unknown	unknown
M744_RS09000		WP_011242443.1	1	present	exact	exact	111	59f709f4321f17dd83ed9de761c6ebd73e702ac033b34dc450f4eaf4d7ff0127	none	unknown	unknown	unknown	unknown
M744_RS09005		WP_011242444.1	1	present	exact	exact	472	41299ef94b2d63b26bf4eec8f32189ba3e64f39975bc190b970753de285a30fe	none	unknown	unknown	unknown	unknown
M744_RS09010	ccmO	WP_011242445.1	1	present	exact	exact	276	1603705682598d09c1bf40d6be280181a22b3abf3b7b00991cee5e64cb471787	none	unknown	unknown	unknown	unknown
M744_RS09015	ccmN	WP_011242446.1	1	present	exact	exact	161	f1d1dc57bba7557fb8d32a2713ac6f508338e80a2b0631ebff98140a42a1f855	none	unknown	unknown	unknown	unknown
M744_RS09020		WP_011378029.1	1	present	exact	exact	539	5ad7d29a630c2f0e29bc362d13f3dfbcb1a011348d766e6a95f0af3aab7b262e	none	unknown	unknown	unknown	unknown
M744_RS09025	ccmL	WP_011242448.1	1	present	exact	exact	99	a72371a26b130204e4740369a3b06a38e985ce69ca3b6937cc3a57e77b5c9e2c	none	unknown	unknown	unknown	unknown
M744_RS09030		WP_011242449.1	1	present	exact	exact	102	158558d5a5052181f0595a20a889b7d485de42319b0386b82da83fd8ee5865fe	none	unknown	unknown	unknown	unknown
M744_RS09035		WP_011378028.1	1	present	exact	exact	466	68d9f52d21be6e9aec99e0fb57f63c5f75afb3e92c11e992affd75ccf4b8fa3a	none	unknown	unknown	unknown	unknown
M744_RS09040	bchL	WP_011242451.1	1	present	exact	exact	286	0f9bf24a534a8ceb60b0294329a2e2bf605d892cd607c6d21b70d9711a5a7896	none	unknown	unknown	unknown	unknown
M744_RS09045		WP_011378027.1	1	present	exact	exact	68	9861612f31b608ad362a3ceb0ae21e8ab1f271a005ee302ddd10b4320b85b69e	none	unknown	unknown	unknown	unknown
M744_RS09050		WP_011242452.1	1	present	exact	exact	327	1e155f6dc0e547490928b54d36a7b007575734d5e6d35ac63349f9c545043135	none	unknown	unknown	unknown	unknown
M744_RS09055	topA	WP_011242453.1	1	present	exact	exact	883	08d34b15a979cccedaca02e8d23a0d7bfd4e9ec9fa8b0eae0cc64b5f075efd7a	none	unknown	unknown	unknown	unknown
M744_RS09060		WP_011242454.1	1	present	exact	exact	521	c56200b4756abc09f14ebde61a3ca4bf6663cfac27a05fe00b9dda956e3fface	none	unknown	unknown	unknown	unknown
M744_RS09065		WP_011242455.1	1	present	exact	exact	241	9767faa25285168aeed26db14d18e27f1b9c19ec8a912b67094df54e2a4e772b	none	unknown	unknown	unknown	unknown
M744_RS09070		WP_011378026.1	1	present	exact	exact	251	2c237a1f435be4f5695e9ac4622e473bae8b019bb3365ac61540e1c93839d2bb	none	unknown	unknown	unknown	unknown
M744_RS09075		WP_011242457.1	1	present	exact	exact	149	a6f51ab86528bb604dda9395b73cb5972ba824fac32bce46445894c4400652cc	none	unknown	unknown	unknown	unknown
M744_RS09080		WP_011242458.1	1	present	exact	exact	235	06d7674f523b69b11b45ed8a69dce3c3590ed18a9c7330c437e742e2a3b34ea1	none	unknown	unknown	unknown	unknown
M744_RS09085		WP_011378025.1	1	present	exact	exact	540	c26b44d5ff0728ba5fcf175a11076f4213bcfc29023d4773599c0dc6246798c1	none	unknown	unknown	unknown	unknown
M744_RS09090		WP_011242460.1	1	present	exact	exact	340	f81ba293129e888559211d736f9ecf7b83783c4c4cdd527ac8a3c0320deb39c1	none	unknown	unknown	unknown	unknown
M744_RS09095		WP_011242461.1	1	present	exact	exact	211	932987ff1f21b540899c0523ca9e6d4da8af66f49310bdaaca1475e1b43606eb	none	unknown	unknown	unknown	unknown
M744_RS09100		WP_231621301.1	1	present	exact	exact	563	07660b0ed5f1cbfc1492e0786ef231881cf6f154abf692ddc62d34d494f80fd9	none	unknown	unknown	unknown	unknown
M744_RS09105		WP_011378023.1	1	present	exact	exact	368	27f40d5b3325763338c656d79809f1aee672ef3200abbb834df0b51ec136e7dc	none	unknown	unknown	unknown	unknown
M744_RS09110		WP_011378022.1	1	present	exact	exact	175	b274a5ac5e622ce98f31693815e6e21257da41a7431658443095e68b8943539f	none	unknown	unknown	unknown	unknown
M744_RS09115	rppA	WP_011378021.1	1	present	exact	exact	229	2d1649e3783920dc01dc9bf020556e89cd8b0f9ce05358b556403dbae8ae0ee9	none	unknown	unknown	unknown	unknown
M744_RS09120	gloB	WP_011378020.1	1	present	exact	exact	258	66c811e3568fb75336cb1be94b35016f2a05b224a01feec1d35726db78c50589	none	unknown	unknown	unknown	unknown
M744_RS09125		WP_231621302.1	1	present	exact	exact	364	d4fd7ec295871edf242d114f6c0cd49277b35333caf277470b3d61b25798f11c	none	unknown	unknown	unknown	unknown
M744_RS09130		WP_011242468.1	1	present	exact	exact	125	9208679509dbb900278c73384e3f7d0ec9d6dee75fdb69f52b3e986da9a39f67	none	unknown	unknown	unknown	unknown
M744_RS09135		WP_011378019.1	1	present	exact	exact	373	1dee25546e0ed4ae4ca61ef00365f763165a80d9b57d69fa168d3747f5998bc6	none	unknown	unknown	unknown	unknown
