tss_id	replicon	type	strand	position	locus_tag	source_start_distance_nt	control_1	control_2	dark_1	dark_2	high_light_1	high_light_2	high_temperature_1	high_temperature_2	dark_log2fc	dark_padj	high_light_log2fc	high_light_padj	high_temperature_log2fc	high_temperature_padj
gTSS-1109618	CP006471	gTSS	-	1109618	M744_RS05765	278	403	381	1473	2100	35	42	1399	409	4.21163021890148	4.808843296218e-63	-2.30082947735415	9.05340563017588e-14	1.58208964845347	2.08143085954592e-08
gTSS-567083	CP006471	gTSS	-	567083	M744_RS02970	15	786	1450	1470	1857	469	706	969	546	2.6123183522504	1.76542316510447e-20	0.10059432906711	0.769525422376551	-0.0287561062498662	0.955712353503045
gTSS-455164	CP006471	gTSS	-	455164	M744_RS02405	22	3305	2298	163	170	2947	4032	2908	1372	-2.01173505467426	3.66313824396536e-15	1.35603792096133	5.9192505841239e-08	0.101820407268741	0.799052429432961
gTSS-455031	CP006471	gTSS	-	455031	M744_RS02400	20	1765	2153	1462	2135	2110	2957	1382	640	1.89581916876522	2.01468175495582e-20	1.4065894670424	1.73561121781889e-11	-0.470358122971481	0.0691351934592925
gTSS-1733811	CP006471	gTSS	-	1733811	M744_RS08740	19	4270	4084	474	725	3127	3925	3076	1629	-0.787207930358964	7.54847816728475e-05	0.801020791995166	6.09453441262467e-05	-0.309077124148415	0.227939563311959
gTSS-256596	CP006471	gTSS	-	256596	M744_RS01385	20	5921	6475	741	1105	3012	3948	3614	2113	-0.730958018869088	0.00045852169018528	0.208703848557993	0.361387918895318	-0.568928345357838	0.0220241606892302
gTSS-29758	CP006472	gTSS	-	29758	M744_RS13460	518	4498	2826	1322	2166	1838	3727	5991	2368	0.934494834384745	0.000830861808318123	0.611437741099818	0.0370285912606908	0.636165593035265	0.0645517613983454
gTSS+1564315	CP006471	gTSS	+	1564315	M744_RS07975	999	2408	2463	1355	2155	1292	1815	1782	951	1.53484593032787	1.28998985709343e-14	0.387347525926383	0.0700042081624639	-0.313325541457165	0.238884878670686
gTSS-264545	CP006471	gTSS	-	264545	M744_RS01425	22	3135	2999	1275	2077	3090	3756	2180	1036	1.13267343852853	3.07514241284506e-09	1.20656824837857	4.78773594219701e-10	-0.44037206881684	0.0645517613983454
gTSS+697506	CP006471	gTSS	+	697506	M744_RS03675	739	134	133	1227	2146	34	64	281	72	5.65321275484052	1.00990502879131e-88	-0.421559804908227	0.233506564048898	0.770571885340853	0.0354817478320244
gTSS+2222719	CP006471	gTSS	+	2222719	M744_RS11020	20	1546	1948	579	1052	3071	3482	1044	582	0.889851101706999	0.000105495308354471	1.96043115046369	7.9490384658783e-18	-0.573167579028294	0.0413610809216743
gTSS-1464116	CP006471	gTSS	-	1464116	M744_RS07500	22	1817	1432	1413	2039	441	492	2139	1147	2.10962398801588	1.30419956027397e-22	-0.744958922601096	0.00120835513848272	0.539222126161301	0.0442540364937206
gTSS-2485040	CP006471	gTSS	-	2485040	M744_RS13815	51	4169	4086	1362	2132	975	1493	6658	2283	0.769541462997983	0.000621216252484847	-0.712705847389088	0.00221012933221094	0.524673607044408	0.0568184078728182
gTSS-839995	CP006471	gTSS	-	839995	M744_RS04325	39	1567	1310	19	24	2553	3857	872	369	-4.04013100657941	5.77863853338246e-38	2.18622250162688	2.20116270280121e-22	-0.749436329941027	0.00528077437206451
gTSS+1609994	CP006471	gTSS	+	1609994	M744_RS08215	37	2431	2230	1378	2114	1199	1710	2582	1029	1.59642554473341	3.42931163493807e-15	0.355046960858424	0.10521833003105	0.0792095981090375	0.812141768256572
gTSS-964344	CP006471	gTSS	-	964344	M744_RS04960	49	4113	7008	67	78	2071	2565	932	467	-4.2210095779949	1.24906599457898e-48	-0.2175242388649	0.468874388818706	-2.4881160511667	7.1712023860651e-19
gTSS+2670331	CP006471	gTSS	+	2670331	M744_RS13190	21	412	472	1168	2093	49	64	361	210	3.87369396440365	2.0832425254222e-64	-1.92502424824574	1.82075570556105e-12	-0.0940607666973372	0.811348033496794
gTSS-2282313	CP006471	gTSS	-	2282313	M744_RS11280	17	606	696	1369	1752	515	641	526	251	3.2994635503351	7.14807064378152e-55	0.873934111028859	9.53640241624697e-05	-0.253555019426112	0.410266339808691
gTSS+2651052	CP006471	gTSS	+	2651052	M744_RS13105	16	1417	1449	1249	2065	354	524	1050	661	2.21161323483964	4.66148767142479e-23	-0.674171632902969	0.00498808711521278	-0.181889503906256	0.585271929794986
gTSS-2414287	CP006471	gTSS	-	2414287	M744_RS11885	0	3925	2431	143	200	2713	3760	5279	1880	-2.18599496090122	2.99751350001355e-16	1.06480306480578	6.0104698683127e-05	0.591605630875923	0.0645517613983454
gTSS-1096505	CP006471	gTSS	-	1096505	M744_RS05710	34	615	918	320	465	2832	3759	138	146	1.05349858382413	0.00091301259565686	3.14354971028332	8.73742255686237e-24	-1.75682877547215	1.16314730867616e-06
gTSS+213999	CP006471	gTSS	+	213999	M744_RS01145	40	2734	2329	1362	1815	1347	1632	2358	1075	1.36092335490015	1.74468887270082e-11	0.283532078379123	0.199712291163262	-0.0794423207713689	0.811680744697596
gTSS-2044136	CP006471	gTSS	-	2044136	M744_RS10190	19	6886	4137	70	120	2754	3344	6718	2667	-3.8551621343629	2.43509873360412e-45	0.19556565747877	0.498596701231952	0.214629148103211	0.56489319739609
gTSS-1299709	CP006471	gTSS	-	1299709	M744_RS06690	212	853	894	1353	2045	351	380	1304	423	2.97451773126188	1.01580437087089e-37	-0.20050781926827	0.458338452851608	0.383589882668717	0.217367016036605
gTSS+611815	CP006471	gTSS	+	611815	M744_RS03220	42	981	911	1352	1937	656	995	1194	544	2.82041246823769	4.02383501519025e-43	0.833967278401329	0.000110423988095047	0.358364490967906	0.188946123198546
gTSS+1218691	CP006471	gTSS	+	1218691	M744_RS06275	19	3368	2027	29	26	2899	3300	1797	1274	-4.55985533863855	2.95111059920884e-39	1.25553934932058	2.7970211146094e-05	-0.214504036208925	0.619621636854929
gTSS-892154	CP006471	gTSS	-	892154	ppnK	29	2784	2895	470	713	2810	3654	2684	1281	-0.248925709650727	0.219189998048497	1.2290416580059	2.57739463862845e-10	-0.0262584236717922	0.940313178804536
gTSS+1242479	CP006471	gTSS	+	1242479	M744_RS06415	23	842	808	1181	2006	55	67	1838	667	2.94824630104403	1.07512707543198e-40	-2.71094909566714	2.26650105576155e-25	1.0275722487913	5.7772495686336e-05
gTSS+924864	CP006471	gTSS	+	924864	M744_RS04765	18	3148	3021	1047	1506	2875	3528	3429	1478	0.749068400222971	0.000110422895089703	1.1010403481217	1.68567118803117e-08	0.136333527558631	0.632876152714785
gTSS-1327549	CP006471	gTSS	-	1327549	M744_RS06815	20	160	206	1	2	2225	3594	35	13	-4.91788624433884	3.60644067384148e-08	5.01460723932707	7.48536705279977e-84	-2.46593408743142	1.82321078045967e-11
gTSS+1780184	CP006471	gTSS	+	1780184	M744_RS08985	31	4167	2781	216	280	2605	3557	3415	155	-1.76964290343996	0.101075812316231	0.866264834245339	0.465552343393228	-0.849474704794805	0.58063453129686
gTSS-1492458	CP006471	gTSS	-	1492458	M744_RS07625	16	4100	3634	1289	1725	907	961	4171	1999	0.672983939129717	0.00124733635903103	-0.99039250457617	3.39067647061148e-06	0.167768612813769	0.578144115200943
gTSS+1189161	CP006471	gTSS	+	1189161	M744_RS06120	28	2354	2168	282	346	2441	3529	2404	1068	-0.80657121579212	0.000223568202550002	1.43460314934252	1.60402226225873e-11	0.0931228168719689	0.782978177401419
gTSS+1012990	CP006471	gTSS	+	1012990	M744_RS05280	5	647	587	1283	1741	144	64	1962	744	3.32389500399645	9.80387972283613e-25	-1.45317423875597	3.47997232170565e-05	1.56736856527934	2.43679882869952e-05
gTSS+1889808	CP006471	gTSS	+	1889808	M744_RS09440	19	2489	3814	1066	1937	1401	1901	1413	765	0.917945648479868	0.000237980119612167	0.104847431056846	0.721216405532137	-1.00986653023733	0.00043580185405044
gTSS+152206	CP006471	gTSS	+	152206	M744_RS00805	46	4300	2838	811	973	2785	3323	5058	1828	0.0485007185467247	0.860445589412387	0.826041930347695	0.00160804417635707	0.371563965349536	0.267535172528554
gTSS+31427	CP006471	gTSS	+	31427	M744_RS00170	377	861	1922	1161	1930	371	524	252	337	2.15008600258842	0.000938479560430716	-0.603614376121273	0.404960705565171	-1.48226526818011	0.0653384249092545
gTSS-355864	CP006471	gTSS	-	355864	M744_RS01915	22	2305	2302	854	1346	2680	3515	1480	806	0.942735307811658	2.44996998186852e-06	1.46893745001034	2.43090330858569e-13	-0.485686228731165	0.0489870079244025
gTSS-1739685	CP006471	gTSS	-	1739685	M744_RS08760	124	869	1285	862	1916	330	360	533	347	2.32718307333453	9.11415074432684e-17	-0.5872224763451	0.0534028096874391	-0.722617042667383	0.0387838353498602
gTSS-637254	CP006471	gTSS	-	637254	M744_RS03350	25	6354	5681	254	378	1230	1651	5784	2902	-2.23402981623236	1.52069310439258e-28	-1.02240912130128	3.77462289307807e-07	0.0351732089248542	0.920045034708648
gTSS+1220098	CP006471	gTSS	+	1220098	M744_RS06285	55	1146	965	14	42	2388	3461	837	380	-3.256597273657	1.43699849284187e-26	2.50412457678788	1.61479535194509e-26	-0.314264960681954	0.330689637811807
gTSS-2457708	CP006471	gTSS	-	2457708	M744_RS12090	81	562	780	1258	1884	232	402	730	377	3.2424965015118	2.1193412334274e-40	-0.0615414461480263	0.84033024981089	0.232684412571381	0.520634470168972
gTSS+362266	CP006471	gTSS	+	362266	M744_RS01945	26	1043	1187	1004	1899	794	958	756	382	2.36374382166164	7.89698217879649e-28	0.700045696541107	0.0021856706010803	-0.465274816932771	0.0959122849165176
gTSS+2093276	CP006471	gTSS	+	2093276	M744_RS10425	24	2857	6321	154	178	1252	1481	1322	889	-2.74127885413767	1.47771133673467e-16	-0.69977159538078	0.0424004285542928	-1.47329968199386	7.23662882605232e-05
gTSS+1476785	CP006471	gTSS	+	1476785	M744_RS07570	26	153	212	974	1886	69	139	161	76	4.94922813171798	7.36172907497549e-74	0.203372565150611	0.547823466932956	-0.135061978142525	0.772514054817638
gTSS-1423740	CP006471	gTSS	-	1423740	M744_RS07270	16	896	843	1020	1877	153	250	472	314	2.72365978930028	1.45767559232672e-28	-1.08263217629557	4.54721022720931e-05	-0.572437501377938	0.0686368752993541
gTSS-1741510	CP006471	gTSS	-	1741510	M744_RS08770	18	766	973	1117	1867	505	709	712	375	2.77894922652833	2.63246989833521e-36	0.517271050573996	0.0302154871262626	-0.162851352190527	0.628466302770934
gTSS-252196	CP006471	gTSS	-	252196	M744_RS01355	20	1263	1298	1143	1865	864	1166	1234	548	2.2361463607887	9.99906361927563e-30	0.704168988299845	0.000707896719564561	-0.0488469321679234	0.885471667379385
gTSS-1557811	CP006471	gTSS	-	1557811	M744_RS07940	30	3025	2570	357	698	2674	3156	1430	865	-0.425598522151426	0.0764168967845613	1.1103452958264	2.62064283793521e-06	-0.732010128463931	0.00804458032047748
gTSS-359525	CP006471	gTSS	-	359525	M744_RS01925	243	2561	2849	1126	1845	583	834	2778	1301	1.13852468085528	1.77237327832131e-08	-0.898086230190135	1.91843529038972e-05	0.0796355557358938	0.810777120765908
gTSS+1151773	CP006471	gTSS	+	1151773	M744_RS05930	28	2346	2310	506	926	1417	1921	3095	2806	0.287304688185436	0.333698502023263	0.558840532160052	0.0630905837319059	1.00535171145812	0.00236557402887895
gTSS-1038453	CP006471	gTSS	-	1038453	M744_RS05430	6	796	1192	1139	1836	256	337	616	309	2.58607838450562	3.33524077049319e-27	-0.704750196611346	0.00659406655767044	-0.601108282285634	0.0472499468709171
gTSS-1311694	CP006471	gTSS	-	1311694	M744_RS06750	47	4166	2461	56	75	2616	3163	2751	1537	-3.63241106164998	1.34431273757942e-36	0.852538674020085	0.00166802878344362	-0.0929128181996769	0.827470752124309
gTSS+2557245	CP006471	gTSS	+	2557245	M744_RS12620	30	3746	4264	398	589	2225	3298	2562	1477	-1.0034094762008	4.90223337588422e-06	0.494778268203462	0.0293061108818221	-0.446872885325903	0.100533194000551
gTSS-1259817	CP006471	gTSS	-	1259817	M744_RS06490	398	106	52	939	1806	1	1	191	80	6.1013117534689	3.11586219879774e-89	-5.25690508252943	2.5802105539967e-06	1.24379387159272	0.000881259458215537
gTSS-1820940	CP006471	gTSS	-	1820940	M744_RS09165	20	1036	1280	1194	1762	437	609	863	455	2.36962064956172	2.647167203607e-28	-0.110218917396039	0.671988493261933	-0.297572072519358	0.315809506902654
gTSS-2547343	CP006471	gTSS	-	2547343	M744_RS12580	33	3210	3596	109	140	2396	3272	2582	1612	-2.74041525258253	4.25361175031518e-30	0.773965905212653	0.000906174108549172	-0.136237681220582	0.692374366406046
gTSS-189406	CP006471	gTSS	-	189406	M744_RS01010	49	4320	4600	738	1041	1384	1949	5868	2554	-0.30180527344888	0.139667340423782	-0.384515527328883	0.0669047645884003	0.385535982168782	0.122823096814669
gTSS-2648082	CP006471	gTSS	-	2648082	M744_RS13085	41	1101	1596	1186	1393	964	1309	909	575	1.98544293619767	1.37086524481561e-14	0.790950844615587	0.00348516495894078	-0.29884653283321	0.412749890737076
gTSS-242685	CP006471	gTSS	-	242685	M744_RS01305	508	556	478	831	1790	336	325	728	255	3.30809878321626	1.0092256879944e-36	0.42038842749577	0.147402286165337	0.346682311133391	0.343130273857197
gTSS+3194	CP006472	gTSS	+	3194	M744_RS13295	27	1069	968	1171	1781	234	241	2583	804	2.54951089893051	8.4640957130947e-26	-1.04036957605689	6.60211798110665e-05	1.12203828643948	5.85024294793988e-05
gTSS-853012	CP006471	gTSS	-	853012	M744_RS04395	33	1921	1620	955	1777	580	759	1218	682	1.61220459652562	3.52110635627397e-13	-0.360507635787516	0.136692438625876	-0.365138311240235	0.213954902681863
gTSS-403823	CP006471	gTSS	-	403823	M744_RS02150	33	479	629	755	1775	179	301	323	185	3.14451042589477	5.2760690915565e-30	-0.184163034320354	0.57677520453209	-0.590926611109001	0.102349582653016
gTSS+2386564	CP006471	gTSS	+	2386564	M744_RS11780	69	2899	2562	133	185	2513	3213	2871	1361	-2.07784539928987	1.87304725506129e-22	1.11252367186087	4.3940188900241e-08	0.12303084775662	0.686102847778881
gTSS-126371	CP006471	gTSS	-	126371	M744_RS00665	55	114	191	849	1758	14	15	89	59	5.06499964786566	1.30989943387234e-65	-2.34647819616555	1.45851584354957e-08	-0.49000780200634	0.253875736142242
gTSS+1003267	CP006471	gTSS	+	1003267	M744_RS05220	20	3205	3736	1160	1751	1463	1681	2404	1320	0.760935029897649	0.000284517780011928	-0.090429248696838	0.714053985413673	-0.370396507382084	0.169124436920162
gTSS+1445486	CP006471	gTSS	+	1445486	M744_RS07405	18	1307	1748	1158	1692	930	1119	1019	547	1.91856705222617	6.60809431948982e-18	0.471605714645743	0.0481356509764352	-0.443596698847876	0.123653106215055
gTSS+375861	CP006471	gTSS	+	375861	M744_RS02000	6	154	195	1041	1734	14	20	228	113	4.99175511605436	6.0420381406449e-98	-2.31851462847775	6.56440803723413e-11	0.464799743260065	0.155674142692291
gTSS-91166	CP006471	gTSS	-	91166	M744_RS00485	208	2159	1836	1089	1724	1371	1486	2008	770	1.50273689305094	3.38604026645541e-12	0.574199002614057	0.0116448117090268	-0.0855607167126531	0.810777120765908
gTSS+1198396	CP006471	gTSS	+	1198396	M744_RS06170	110	1779	1638	45	48	1812	3120	1451	676	-3.15661099795074	5.8766189300258e-30	1.54903969626407	1.03513446696039e-10	-0.197598092283456	0.570341577446814
gTSS-168429	CP006471	gTSS	-	168429	M744_RS00910	44	372	665	1132	1474	139	220	177	164	3.36415742580909	3.24375003256296e-25	-0.504218510603656	0.164302891124163	-0.955000877741962	0.0185917295181784
gTSS+1923926	CP006471	gTSS	+	1923926	M744_RS09580	82	511	803	942	1708	148	192	350	199	2.99990276735405	7.98878761372312e-31	-0.908830590039534	0.00138217586859886	-0.727478186257444	0.0262454815569182
gTSS-2190526	CP006471	gTSS	-	2190526	M744_RS10830	69	1579	1694	1011	1698	1038	1543	2422	860	1.72696722740803	9.17892759701172e-15	0.688624442478096	0.00322485134623045	0.423014320600199	0.141497018984786
gTSS+170720	CP006471	gTSS	+	170720	M744_RS00925	41	3974	3780	382	615	2437	2937	2548	1279	-0.952439883126264	1.80486369973794e-06	0.519908379641006	0.0108588819281084	-0.513511645895033	0.0312023694352763
gTSS-2534153	CP006471	gTSS	-	2534153	M744_RS12490	23	459	688	1051	1689	211	261	622	229	3.26127378609822	4.78630341031818e-39	-0.235886006535382	0.418974847221074	-0.000239223623045501	0.999867420783506
gTSS-164654	CP006471	gTSS	-	164654	M744_RS00865	332	747	757	128	334	2125	3069	357	248	0.245400407111193	0.415079378351044	2.82160143898751	5.88545663368734e-24	-0.730223614546139	0.03600340727279
gTSS+302395	CP006471	gTSS	+	302395	M744_RS01610	8	2472	2897	1114	1677	1472	2048	2198	867	1.07106136951774	3.45058607354181e-07	0.427275361252956	0.0552790107775225	-0.364414817996407	0.182498626980554
gTSS+388530	CP006471	gTSS	+	388530	M744_RS02060	16	385	308	762	1681	123	146	286	82	3.78090202882563	1.05651805261516e-41	-0.315501214746802	0.337198954884638	-0.525936976896228	0.166200699727696
gTSS-2506224	CP006471	gTSS	-	2506224	M744_RS12335	42	401	283	1112	1638	155	249	386	116	4.02689983142769	2.04305681922083e-51	0.26873935581738	0.389847775038317	-0.0529502382772882	0.915454004702304
gTSS+2341434	CP006471	gTSS	+	2341434	M744_RS13850	54	3284	3078	780	1676	813	1110	1517	1051	0.593286714655098	0.022258347675508	-0.687491536929511	0.0103250022481906	-0.718955771532875	0.0195459654866568
gTSS-2009744	CP006471	gTSS	-	2009744	M744_RS09965	17	1047	1171	1107	1635	126	111	1666	899	2.32375993554149	1.17454597018933e-24	-2.15941719955	3.79509278159451e-18	0.732963981045315	0.00714946898459586
gTSS+1930598	CP006471	gTSS	+	1930598	M744_RS09615	424	110	104	842	1656	43	39	196	76	5.52344279179393	1.07153474379398e-99	-0.324290300046601	0.346485168905905	0.796785826598189	0.0183827410952003
gTSS+2540731	CP006471	gTSS	+	2540731	M744_RS12525	20	1324	1383	971	1651	385	466	921	640	1.95211001198414	1.93897232710877e-16	-0.621507495835306	0.0147701494012462	-0.20632488478366	0.559461919172878
gTSS+2226363	CP006471	gTSS	+	2226363	M744_RS13795	15	164	298	793	1648	64	68	96	77	4.3700940078564	4.73106541930609e-43	-0.753288306326673	0.0393902428173475	-0.816765394524306	0.0521259395642005
gTSS-1697832	CP006471	gTSS	-	1697832	M744_RS08575	20	948	624	1085	1635	135	154	888	410	2.80752620770635	1.55822874092392e-31	-1.3906364280094	1.14098428875441e-07	0.208794816543255	0.561833829966997
gTSS+1150385	CP006471	gTSS	+	1150385	M744_RS05925	98	1620	1572	549	991	2091	2981	1028	495	0.939473142755448	7.86222849012789e-06	1.70295608017904	4.10095705653422e-16	-0.573334949759855	0.0244105634202789
gTSS-362192	CP006471	gTSS	-	362192	M744_RS01940	52	2274	2426	1082	1503	770	782	3024	1115	1.16413197261874	1.85374366260361e-07	-0.536395354400505	0.0234151250046991	0.244274466061946	0.436692532553535
gTSS+1744702	CP006471	gTSS	+	1744702	M744_RS08795	201	4046	4743	328	509	1938	2973	2449	1394	-1.38147992769376	6.58492853653372e-10	0.188561657481168	0.445146749027506	-0.655985498840147	0.0128116985354022
gTSS+1609871	CP006471	gTSS	+	1609871	M744_RS08215	160	1662	2072	1079	1510	1250	1823	1168	575	1.49674527314014	3.58229872547763e-12	0.751278996192821	0.000799416505553679	-0.600098195567251	0.0226942611443485
gTSS-2354728	CP006471	gTSS	-	2354728	M744_RS11645	30	2008	1262	59	86	2255	2936	1241	664	-2.47531155141669	3.86727293925472e-19	1.71038526169824	1.82296714589241e-11	-0.256810953599438	0.476146013388671
gTSS-1856520	CP006471	gTSS	-	1856520	M744_RS09290	26	3995	3517	1034	1587	415	429	4233	2243	0.494014948459186	0.0209797760920782	-2.09348058683795	2.78651164651016e-22	0.305843216622019	0.272069147188379
gTSS+2042822	CP006471	gTSS	+	2042822	M744_RS10185	61	2576	2168	31	49	2172	2888	1024	683	-3.8776937614823	8.68904443107124e-42	1.13407380235245	3.3503087254592e-06	-0.89628824052505	0.0013258307234617
gTSS+116534	CP006471	gTSS	+	116534	M744_RS00610	56	3094	1656	28	32	2103	2876	1476	1215	-4.26626661400083	2.19447603228863e-31	1.10794440014244	0.000769127115284154	-0.181125920773989	0.7133360932945
gTSS+1890467	CP006471	gTSS	+	1890467	M744_RS09445	26	2385	1604	27	42	2242	2863	1204	876	-3.8393160199143	5.19678324607672e-33	1.40097687216947	4.22105102154673e-07	-0.335858140947558	0.370152954426338
gTSS+1987219	CP006471	gTSS	+	1987219	M744_RS13775	26	1587	1599	350	388	1895	2838	1381	666	-0.0543586183276929	0.828112199497884	1.60168805782272	2.09648804137925e-12	-0.14354629987168	0.67748706605942
gTSS+580404	CP006471	gTSS	+	580404	M744_RS03040	16	152	174	1029	1172	63	54	258	108	4.81017079660827	1.31488365376776e-76	-0.413428241122073	0.197419200106234	0.630191979925911	0.0645517613983454
gTSS-518373	CP006471	gTSS	-	518373	M744_RS02730	113	281	245	891	1553	55	77	382	105	4.21123451422937	3.18847377552997e-56	-0.955238048048354	0.00207587313792207	0.265183043687709	0.51026814873358
gTSS-312901	CP006471	gTSS	-	312901	M744_RS01660	37	5239	2300	127	136	1428	1495	3272	1977	-2.77997394427563	1.08370438851655e-16	-0.303923339350479	0.406050886104277	0.0349645562715239	0.953497603602393
gTSS-264352	CP006471	gTSS	-	264352	M744_RS01420	56	657	715	1016	1533	254	308	599	273	2.90850215457874	1.40526570401897e-45	-0.240219934668862	0.313144594944077	-0.173048045079186	0.578351138796459
gTSS+1808223	CP006471	gTSS	+	1808223	M744_RS09115	159	92	137	913	1524	41	50	163	62	5.41160305371559	2.10358467968283e-95	-0.286011589919681	0.404471586408132	0.42246959079557	0.261993948604704
gTSS+1716068	CP006471	gTSS	+	1716068	M744_RS08665	23	1363	5055	89	157	761	925	560	510	-2.71578249841098	0.000247239111557078	-0.884086820863532	0.271474810098558	-1.92320437387064	0.0313996673963106
gTSS+1806516	CP006471	gTSS	+	1806516	M744_RS09105	41	759	807	964	1495	437	416	1365	503	2.66202865274004	1.18334432209962e-30	0.190057220313317	0.479846780369022	0.683503059821048	0.0155929031055549
gTSS+2569832	CP006471	gTSS	+	2569832	M744_RS12695	84	4717	4600	818	1486	1218	1667	4124	2083	-0.0261073039553948	0.90685523319311	-0.652973345900024	0.00199569454048529	-0.0789418950579854	0.811680744697596
gTSS+2392182	CP006471	gTSS	+	2392182	M744_RS11800	23	1131	1186	924	1475	517	921	1427	729	2.05720384054727	1.4599576146981e-19	0.329488741763008	0.188218101024848	0.405301430173419	0.173517416565149
gTSS-1990067	CP006471	gTSS	-	1990067	M744_RS09880	39	745	748	98	106	1667	2684	411	216	-0.821079303745212	0.00176909405929989	2.56791496405364	1.32060995958306e-26	-0.737627020397666	0.0126756476015667
gTSS+79949	CP006471	gTSS	+	79949	M744_RS00445	19	3132	2180	890	1288	477	536	4811	1740	0.735866846430589	0.00262978550976736	-1.33547319534564	9.05439999109656e-08	0.726011064152997	0.0119992537801521
gTSS-1355521	CP006471	gTSS	-	1355521	M744_RS06950	0	798	889	875	1469	331	419	795	271	2.47432996910872	3.65057601133371e-27	-0.12521570571108	0.651901227522455	-0.248325830797026	0.454682562088205
gTSS+1918465	CP006471	gTSS	+	1918465	M744_RS09565	18	557	852	785	1467	413	697	328	200	2.66034626252464	2.50413814199119e-22	0.676439098321548	0.0209195360878427	-0.867113974580202	0.0103120627637403
gTSS+1780904	CP006471	gTSS	+	1780904	M744_RS08990	295	415	477	969	1161	55	56	1050	352	3.3033414812218	5.17701643467887e-39	-1.95096639848065	3.58439726601583e-11	1.05994362374144	0.000356518155185297
gTSS-428996	CP006471	gTSS	-	428996	M744_RS02280	74	4038	2981	192	496	1632	2260	3649	2216	-1.40304916055445	4.73061832956022e-07	0.187312852454111	0.551477074058815	0.297854745264562	0.439228563436883
gTSS-1902692	CP006471	gTSS	-	1902692	M744_RS09495	105	2767	2364	71	101	2006	2643	1081	814	-2.87708358219974	8.03297866326695e-26	0.899436004990185	0.000601852515343811	-0.826026267299603	0.00612309901698845
gTSS-1033686	CP006471	gTSS	-	1033686	M744_RS05385	31	2380	2460	237	365	2079	2632	1958	857	-0.994674831018909	1.20801846475904e-06	1.00552599871709	5.68632325591654e-07	-0.311422949915171	0.232392713382487
gTSS-939316	CP006471	gTSS	-	939316	M744_RS04840	358	370	309	845	1442	97	166	459	253	3.75033079567796	2.50265545611471e-55	-0.342399612397119	0.223766722967826	0.594788425239554	0.0521153070969237
gTSS+1656600	CP006471	gTSS	+	1656600	M744_RS08400	826	1178	996	67	109	1820	2621	741	492	-1.61863598294397	1.09402539274591e-09	2.06494606689069	2.78587463522827e-17	-0.242465079247192	0.490445931221309
gTSS+717666	CP006471	gTSS	+	717666	M744_RS03770	402	869	1346	953	1398	305	398	920	461	2.10375232218629	1.02342749910173e-17	-0.614747157977504	0.0204339886820807	-0.178729089681228	0.628471575091588
gTSS+1177589	CP006471	gTSS	+	1177589	M744_RS06050	122	4011	3553	678	1046	2053	2337	2822	1327	-0.120957546025522	0.568730156991685	0.268864954009652	0.212109821165981	-0.377597015171395	0.136174096691533
gTSS+1317815	CP006471	gTSS	+	1317815	M744_RS06780	27	384	254	18	13	1710	2594	257	151	-2.30961884962352	1.57766440061059e-09	3.78480457669851	4.90469889986484e-42	-0.104278885297381	0.825206440549374
gTSS+1588558	CP006471	gTSS	+	1588558	M744_RS08095	20	2544	1552	45	60	1642	2577	3211	1410	-3.25806322714574	2.20650077249376e-28	1.07101018224963	6.88739262442129e-05	0.646368155816714	0.0442540364937206
gTSS-1168692	CP006471	gTSS	-	1168692	M744_RS06010	76	1649	2439	929	1249	929	1192	1393	656	1.12187035847902	2.46070156096969e-06	0.0956581541272508	0.734976068330431	-0.508909325252128	0.0892010613493949
gTSS-1760188	CP006471	gTSS	-	1760188	M744_RS08870	22	2336	2706	195	277	2010	2538	1359	854	-1.39507424722616	2.40412908081703e-09	0.895601128575051	0.00011396187747153	-0.625617526149548	0.0223692601914122
gTSS-211699	CP006471	gTSS	-	211699	M744_RS01120	37	2603	3780	56	69	1998	1728	1760	1058	-3.64015137024212	5.93290822972013e-34	0.298679804081151	0.324811380713867	-0.628158079023592	0.0650432079630232
gTSS+1930331	CP006471	gTSS	+	1930331	M744_RS09610	53	303	621	845	1377	161	178	125	139	3.26786058802198	9.93831581292589e-20	-0.393624141705066	0.339035034159566	-1.11566632036559	0.012533106285876
gTSS-523192	CP006471	gTSS	-	523192	M744_RS02750	26	2189	2044	791	1357	614	692	2394	1066	1.01891007583086	7.64485875769973e-07	-0.642573343115721	0.0029422980288043	0.183965385854628	0.540170014932827
gTSS+1157281	CP006471	gTSS	+	1157281	M744_RS05960	29	4559	2996	38	76	1450	1723	3562	1947	-4.05810540089721	5.56730040791967e-47	-0.200421260517942	0.478578495742597	0.0734933498786847	0.85878228746336
gTSS-1934243	CP006471	gTSS	-	1934243	M744_RS09630	27	254	234	792	1349	87	82	217	104	4.1317518242723	2.3760830018332e-69	-0.468350846241443	0.094683553285499	-0.11221507934857	0.780421175030572
gTSS+1470529	CP006471	gTSS	+	1470529	M744_RS07540	21	2798	3555	459	747	1847	2455	1061	715	-0.393188671494352	0.115273007843048	0.477373329328322	0.0618086729142641	-1.25879706334432	3.87517333388945e-06
gTSS+2126432	CP006471	gTSS	+	2126432	M744_RS10550	19	141	487	6	7	1672	2450	16	29	-3.55602370242204	0.000313919487548564	3.74334893449659	4.42621182932029e-05	-3.00330202500235	0.00550436023572469
