tss_id	replicon	type	strand	position	source_locus_tag	source_start_distance_nt	mapping_status	mapping_reason	mapped_locus_tag	dark_log2fc	dark_padj	high_light_log2fc	high_light_padj	high_temperature_log2fc	high_temperature_padj	control_1	control_2	dark_1	dark_2	high_light_1	high_light_2	high_temperature_1	high_temperature_2
aTSS-249677	CP006471	aTSS	-	249677	M744_RS01340	18	mapped	exact_current_locus_id	M744_RS01340	1.55383175823425	2.47096501703058e-06	-0.839632759511173	0.0173291863942766	-0.581821924355352	0.176858220813044	478	760	334	578	104	242	330	224
aTSS-248872	CP006471	aTSS	-	248872	M744_RS01340	583	mapped	exact_current_locus_id	M744_RS01340	-1.33607969872919	0.000126815279302568	-1.08166805444303	0.00127829210547393	0.023089209204577	0.968040230323588	478	359	36	45	73	121	450	175
iTSS+248440	CP006471	iTSS	+	248440	M744_RS01340	151	mapped	exact_current_locus_id	M744_RS01340	0.0718244083965211	0.829154705457258	0.755179126763425	0.012332622099524	0.747560608069715	0.0320046187694789	269	254	45	94	184	245	448	189
aTSS+2640886	CP006471	aTSS	+	2640886	M744_RS13065	1451	mapped	exact_current_locus_id	M744_RS13065	0.531655418749598	0.123585117615341	0.399325856764276	0.267394558809641	0.574453318357352	0.171332266035166	303	211	75	108	151	176	450	135
aTSS-1731808	CP006471	aTSS	-	1731808	M744_RS08735	1229	mapped	exact_current_locus_id	M744_RS08735	3.253037015352	1.3406747020774e-28	0.939200767673329	0.00295137380961521	-0.605192910581229	0.135060932437211	134	211	334	476	137	185	94	61
aTSS-1731688	CP006471	aTSS	-	1731688	M744_RS08735	1109	mapped	exact_current_locus_id	M744_RS08735	-0.768363716558868	0.00399256371145791	-0.806502081468024	0.00233054418619582	0.121180280240574	0.760064054397718	802	733	83	142	194	230	892	340
iTSS+1731953	CP006471	iTSS	+	1731953	M744_RS08735	1374	mapped	exact_current_locus_id	M744_RS08735	1.28228449827289	1.40413278764216e-05	0.442625143235253	0.162603880391507	0.247368837093601	0.563432189933867	351	297	134	265	209	213	429	147
iTSS+2498563	CP006471	iTSS	+	2498563	M744_RS12280	183	mapped	exact_current_locus_id	M744_RS12280	-0.931696798045473	0.00027223302488529	2.85375066476544	1.00344542292861e-34	-0.178855911020389	0.60808632308602	656	888	78	123	2443	2957	620	332
iTSS+2498918	CP006471	iTSS	+	2498918	M744_RS12280	538	mapped	exact_current_locus_id	M744_RS12280	2.28426769878426	1.55816819520787e-13	-2.34342405849612	4.67525962385971e-09	1.09968591966991	0.00250648458432186	186	183	181	262	18	17	464	140
aTSS-376272	CP006471	aTSS	-	376272	M744_RS02005	120	mapped	exact_current_locus_id	M744_RS02005	0.36117146326471	0.0890402006155501	0.238402575879101	0.293180489499878	-0.0816417943727683	0.810034894167113	2499	2304	557	993	1174	1582	2266	1003
aTSS-376659	CP006471	aTSS	-	376659	M744_RS02005	31	mapped	exact_current_locus_id	M744_RS02005	2.88164841135634	8.27594188983739e-25	-0.0997952269662554	0.781188185051911	0.148707664304865	0.745102119915372	187	200	285	419	83	91	247	77
iTSS-2102879	CP006471	iTSS	-	2102879	M744_RS10465	7	mapped	exact_current_locus_id	M744_RS10465	1.19230588093167	5.67086192265537e-08	0.11138691664244	0.668479643734083	0.641761307765528	0.0143838772107797	1395	1335	677	837	625	806	2257	879
aTSS+2101951	CP006471	aTSS	+	2101951	M744_RS10465	935	mapped	exact_current_locus_id	M744_RS10465	3.50203553295839	1.91276985131738e-28	-0.829935546728962	0.0372187740629856	1.27660755821902	0.000687455158724537	86	99	206	313	26	24	258	81
aTSS+195366	CP006471	aTSS	+	195366	M744_RS01055	440	mapped	exact_current_locus_id	M744_RS01055	4.86638973850228	3.63157154440969e-64	-1.26994760541393	0.0011082284479337	1.19193544109325	0.000651774308789263	114	78	572	803	23	15	235	88
iTSS+851561	CP006471	iTSS	+	851561	M744_RS04390	9	mapped	exact_current_locus_id	M744_RS04390	1.46501273878106	9.18427177274014e-07	1.60396441613762	7.6921603175688e-08	-0.0153185620116559	0.976717731611682	236	274	121	235	343	406	197	140
iTSS-814361	CP006471	iTSS	-	814361	M744_RS04195	8	mapped	exact_current_locus_id	M744_RS04195	0.799171598379949	0.0017894503557749	1.24317513421701	1.60567691225429e-06	-0.667113227985746	0.0313254148285168	3430	5416	1738	1965	4587	5547	2664	1290
aTSS-69901	CP006471	aTSS	-	69901	M744_RS00380	371	mapped	exact_current_locus_id	M744_RS00380	0.211937796703422	0.472022911140506	-1.23990047580475	2.08228330717413e-05	0.55951409611749	0.102349582653016	582	627	120	234	96	155	982	349
iTSS+112287	CP006471	iTSS	+	112287	M744_RS00590	613	mapped	exact_current_locus_id	M744_RS00590	6.93684126130637	6.54181895481241e-90	-0.713218102371116	0.224923834159589	0.697967724393158	0.189405049092691	22	22	481	877	6	7	42	11
iTSS+112118	CP006471	iTSS	+	112118	M744_RS00590	444	mapped	exact_current_locus_id	M744_RS00590	1.51021510925163	5.07961813998818e-07	-1.29487404710001	8.69944296557597e-05	-0.304371996215643	0.483569312677186	266	389	175	291	49	82	271	114
aTSS-1728429	CP006471	aTSS	-	1728429	M744_RS08720	37	mapped	exact_current_locus_id	M744_RS08720	0.91636812653748	0.000213260699059094	-0.60168117493293	0.0210477825686573	-0.300354864069147	0.375957416531417	1052	1554	485	733	352	485	1041	476
aTSS-198750	CP006471	aTSS	-	198750	M744_RS01070	756	mapped	exact_current_locus_id	M744_RS01070	-2.41761283608974	1.64517843912162e-17	0.230553327001945	0.39259430899055	-0.604534945538377	0.0424939083726722	960	902	31	56	463	597	642	255
aTSS-198851	CP006471	aTSS	-	198851	M744_RS01070	857	mapped	exact_current_locus_id	M744_RS01070	0.376044024000097	0.196598680578769	-1.00815520924898	0.000630919972993625	0.619334751921079	0.0697774626209252	674	550	128	277	125	171	1030	371
iTSS+198928	CP006471	iTSS	+	198928	M744_RS01070	934	mapped	exact_current_locus_id	M744_RS01070	-2.01045589250793	2.102861222859e-06	1.04186945981684	0.00130857947227965	0.81039745081421	0.0331551970470525	213	201	13	12	166	251	357	163
aTSS-1277434	CP006471	aTSS	-	1277434	M744_RS06595	1581	mapped	exact_current_locus_id	M744_RS06595	-1.61177760747827	4.38327104632934e-08	1.7848632079746	3.80928212791043e-12	-0.441737530697018	0.190724700389057	556	609	35	60	814	1144	482	162
iTSS+1275984	CP006471	iTSS	+	1275984	M744_RS06595	131	mapped	exact_current_locus_id	M744_RS06595	-3.08462947329913	2.92855066090552e-21	-0.395336077194354	0.151785761897758	-0.509005210784438	0.115848572605427	755	884	18	30	268	336	570	257
iTSS+1276337	CP006471	iTSS	+	1276337	M744_RS06595	484	mapped	exact_current_locus_id	M744_RS06595	-0.684893706089421	0.0289557440375356	1.06632650753154	0.000211581637702218	-0.529931538589317	0.149651233287849	324	403	51	59	315	426	244	115
aTSS+1606794	CP006471	aTSS	+	1606794	M744_RS08200	1235	mapped	exact_current_locus_id	M744_RS08200	-1.50557299140442	4.92052287738498e-06	-0.678582908958678	0.0296817521552412	-0.0943129177935155	0.844368886354254	451	426	32	44	106	162	367	203
iTSS+862303	CP006471	iTSS	+	862303	M744_RS04440	699	mapped	exact_current_locus_id	M744_RS04440	0.123822750389548	0.805913172728598	-0.306722451873628	0.560024460512186	-1.24961418984535	0.0262633428009052	123	308	40	79	67	104	68	52
aTSS-862142	CP006471	aTSS	-	862142	M744_RS04440	538	mapped	exact_current_locus_id	M744_RS04440	-0.771809697664044	0.0510324024249504	-0.896678709026088	0.0207151262668559	0.166347249395747	0.768074036844622	291	202	33	37	58	70	300	110
nTSS+1471309	CP006471	nTSS	+	1471309			unassociated	source_locus_missing		4.62484019422357	1.3525757094675e-79	-5.20984678118955	4.47133495732417e-98	1.26814218050074	6.21562933103609e-06	114246	124362	619699	817124	1564	1514	217506	159600
nTSS+2274728	CP006471	nTSS	+	2274728			unassociated	source_locus_missing		4.03395053118025	4.58527648866513e-93	-0.209154785162006	0.348455443468475	-0.0642612749430743	0.847403756743055	70850	86323	243941	398413	30487	35083	69703	35784
nTSS+1559116	CP006471	nTSS	+	1559116			unassociated	source_locus_missing		1.34962037592359	4.67268834533113e-10	-1.41958080578344	1.29715270527176e-10	-0.0834808598360825	0.814116570810094	534090	437472	232317	385941	86069	87680	399888	229708
nTSS+11213	CP006471	nTSS	+	11213			unassociated	source_locus_missing		-1.98181035779094	0.00640166727086414	5.78647775820376	1.34963318786316e-15	-3.92039381592294	1.12886377342472e-06	3114	11375	384	515	188196	196008	297	298
nTSS-228152	CP006471	nTSS	-	228152			unassociated	source_locus_missing		-4.39361858640317	6.97524683496831e-89	2.97184485583118	3.79658616561879e-43	-1.0904152002196	8.15037293992604e-06	27278	35488	311	421	101170	138813	13003	7331
aTSS+1603210	CP006471	aTSS	+	1603210	M744_RS08180	639	mapped	exact_current_locus_id	M744_RS08180	4.9887132939052	3.63982186536566e-95	-0.778031619522445	0.00238617230095145	-0.0399924802334667	0.92843737777846	4660	7263	36778	57265	1619	1721	6211	2372
nTSS+1471363	CP006471	nTSS	+	1471363			unassociated	source_locus_missing		7.34693148414596	2.62202440002091e-06	-2.75305112589785	0.101806947310727	4.43764644157554	0.0185882634639556	442	730	29102	12923	54	26	615	11265
aTSS+2522048	CP006471	aTSS	+	2522048	M744_RS12415	568	mapped	exact_current_locus_id	M744_RS12415	-0.102863394519375	0.607317758666138	1.07155098742218	2.26794443761861e-08	-0.306244150854598	0.214569727025881	56956	55644	10018	16083	53624	60294	42533	21514
aTSS-482469	CP006471	aTSS	-	482469	M744_RS02550	614	mapped	exact_current_locus_id	M744_RS02550	4.8277310324949	9.28775706091686e-96	-0.565659367565944	0.0241993537962869	-0.570634622005833	0.0521259395642005	3029	4190	18281	33463	1142	1199	2131	1217
nTSS+2400345	CP006471	nTSS	+	2400345			unassociated	source_locus_missing		5.38485965736078	1.18443493497941e-124	-2.37246779567713	1.41561970758203e-22	1.53979446401934	8.94308021131236e-10	2347	2200	18292	28928	209	212	7628	2440
nTSS-2433655	CP006471	nTSS	-	2433655			unassociated	source_locus_missing		5.18278916112658	1.88233398340264e-54	-1.23814512056693	0.000472256155957713	0.911414150723835	0.026968979871477	2188	1853	19104	14838	434	379	4923	1150
iTSS+135136	CP006471	iTSS	+	135136	M744_RS00715	1115	mapped	exact_current_locus_id	M744_RS00715	-1.27803768505451	2.62511171055441e-07	1.38930757429237	3.72955902089571e-08	-0.259748468396129	0.458922376539701	28943	18110	1798	3054	28876	30141	17586	9628
iTSS+2377388	CP006471	iTSS	+	2377388	M744_RS11755	340	mapped	exact_current_locus_id	M744_RS11755	1.77220914837312	5.26585537362122e-18	-0.779044887178236	0.00027160675292613	0.147813976837954	0.630069112500335	17060	13587	9924	16161	4057	4534	17562	7217
aTSS-1150326	CP006471	aTSS	-	1150326	M744_RS05920	3574	mapped	exact_current_locus_id	M744_RS05920	4.90208764894651	2.78356086387781e-104	-1.34834497409493	2.41841376425216e-08	0.308016730899795	0.32568946049466	1434	1883	9527	15155	300	327	2274	802
nTSS-2635113	CP006471	nTSS	-	2635113			unassociated	source_locus_missing		1.22815800326443	2.13989890153324e-06	2.39012395634132	4.0952229713383e-20	-0.297040153777501	0.412315925915613	8911	9202	4805	5380	19415	26857	5382	4190
nTSS+38533	CP006472	nTSS	+	38533			unassociated	source_locus_missing		2.01764094049476	2.25356304023543e-19	1.10530573582743	1.84653711285477e-06	-0.419570602059126	0.150045000085108	9362	9580	6200	13467	8124	11791	6434	3432
nTSS-88681	CP006471	nTSS	-	88681			unassociated	source_locus_missing		3.25383383114299	4.28906235774325e-60	-1.62475846569397	5.55520328777167e-15	0.4054124396405	0.115470232886211	4673	3808	7487	12765	611	716	5356	2601
iTSS+650322	CP006471	iTSS	+	650322	M744_RS03435	25	mapped	exact_current_locus_id	M744_RS03435	4.51791349401599	1.0579783375419e-112	0.128872289984323	0.590093381422523	-0.604784976760468	0.0154284235487741	1293	1617	6663	9795	678	866	903	449
iTSS-20607	CP006471	iTSS	-	20607	M744_RS00105	484	mapped	exact_current_locus_id	M744_RS00105	3.4604051108911	2.61170731003699e-59	-0.731275345574981	0.00129533646208623	0.127191204635432	0.704776165337815	2505	3438	6455	9740	749	992	3298	1410
nTSS+1816852	CP006471	nTSS	+	1816852			unassociated	source_locus_missing		0.686548631696194	0.289383946016615	0.269153455364089	0.714390908937325	-0.897033850583341	0.277799324012113	19691	15956	6038	7954	8285	12771	14686	1834
iTSS+1816618	CP006471	iTSS	+	1816618	M744_RS09145	2221	mapped	exact_current_locus_id	M744_RS09145	3.75248571064111	3.12352032259759e-52	-0.532855020296897	0.0469744170530646	-0.130185915386162	0.742109021274238	1662	2640	5919	8340	577	881	1744	975
iTSS-2494390	CP006471	iTSS	-	2494390	M744_RS12250	86	mapped	exact_current_locus_id	M744_RS12250	0.986874893001181	6.68255784469627e-06	-0.140416955316472	0.577545347495585	0.0232712593517215	0.953900899198656	12073	16985	5790	8414	5794	6956	13760	7003
aTSS-2487592	CP006471	aTSS	-	2487592	M744_RS12235	1628	mapped	exact_current_locus_id	M744_RS12235	2.02200174314845	1.23213432532904e-21	-1.50997881506837	4.78422622434295e-12	0.434235799252765	0.109015114192986	7385	6092	5009	8722	1118	1148	8390	4354
aTSS+2064208	CP006471	aTSS	+	2064208	M744_RS10310	821	mapped	exact_current_locus_id	M744_RS10310	-1.18378921054945	7.29720575518989e-09	0.57107185258654	0.00747553211913944	-0.0489049994906341	0.88670597853302	22059	17192	1592	2735	12462	15793	18548	8569
nTSS+1380077	CP006471	nTSS	+	1380077			unassociated	source_locus_missing		1.84521788492047	7.50874855108799e-08	-0.344103481444816	0.369376714216899	-1.59084598375626	4.95534820054801e-05	4680	10644	5332	8367	2573	3293	1680	1534
aTSS+2672940	CP006471	aTSS	+	2672940	M744_RS13200	115	mapped	exact_current_locus_id	M744_RS13200	5.99143781882486	1.09567743972363e-109	-1.69657047587396	4.52319231363339e-08	0.813184070425603	0.0147242564838414	354	480	5036	8200	54	71	908	238
iTSS+4002	CP006472	iTSS	+	4002	M744_RS13300	132	mapped	exact_current_locus_id	M744_RS13300	8.29297662615909	1.07378879491461e-144	0.0180589687532458	0.967757580672703	1.4563383475262	0.000197086314355961	82	81	4703	8116	23	59	296	61
nTSS+1471563	CP006471	nTSS	+	1471563			unassociated	source_locus_missing		7.49245868410022	3.07843920525992e-06	-4.32702854738501	0.0182072477886929	4.82807874679922	0.0120832838147333	70	128	5090	2943	1	4	120	2503
aTSS+1436696	CP006471	aTSS	+	1436696	M744_RS07345	30	mapped	exact_current_locus_id	M744_RS07345	5.88125056041534	7.46964088734158e-138	-0.120333847949651	0.684698740927365	0.494995146035749	0.112186286205872	353	445	4278	7547	148	210	636	211
nTSS-1197247	CP006471	nTSS	-	1197247			unassociated	source_locus_missing		5.34631500244395	3.63982186536566e-95	-0.7277310523516	0.0115169276690057	1.09785913689787	0.000321273700910915	602	535	4595	6828	132	204	1501	400
iTSS+36563	CP006471	iTSS	+	36563	M744_RS00195	8	mapped	exact_current_locus_id	M744_RS00195	0.7079200003528	0.00011893586577666	-1.8712626732371	4.58308753765378e-24	-0.432823919163859	0.0558568201940374	13875	13841	4419	6804	1654	2010	10022	4649
aTSS+738031	CP006471	aTSS	+	738031	M744_RS03860	278	mapped	exact_current_locus_id	M744_RS03860	2.54302084002222	9.40042223814586e-34	-0.270950733562116	0.246966283145213	-0.213293926172259	0.485300232739661	3220	4061	3923	6713	1384	1519	3140	1388
nTSS-1781851	CP006471	nTSS	-	1781851			unassociated	source_locus_missing		1.06914219130353	0.00105424682545558	-0.485051213660084	0.165732728034128	-0.66610241097224	0.104122624509455	6326	10570	4118	4349	2712	3113	3435	3243
nTSS+1471703	CP006471	nTSS	+	1471703			unassociated	source_locus_missing		7.45396608710608	1.6283215828574e-06	-2.83297504416857	0.0991497321520261	4.45861507815393	0.0173021256913573	86	116	4074	4399	5	9	68	1988
aTSS-335141	CP006471	aTSS	-	335141	M744_RS01770	1127	mapped	exact_current_locus_id	M744_RS01770	3.0944094591739	2.55575463632019e-58	-0.415966294923836	0.0471936094574444	0.155447824143522	0.58894695013871	2493	2268	4065	5965	818	898	2601	1194
nTSS-1370156	CP006471	nTSS	-	1370156			unassociated	source_locus_missing		-3.14309730707046	4.14114229795412e-28	2.16142325551663	4.32873506897171e-15	-2.73066059382933	2.96454366525967e-21	2991	5601	101	138	7959	10772	603	308
aTSS+5904	CP006472	aTSS	+	5904	M744_RS13320	669	mapped	exact_current_locus_id	M744_RS13320	3.45194841876552	5.68659845918752e-47	-2.22956105571483	3.83824032549139e-18	0.871212716768561	0.00228336768786878	2063	1508	3907	5726	153	218	3740	1216
nTSS-40966	CP006472	nTSS	-	40966			unassociated	source_locus_missing		5.12539877324985	3.7655055128108e-102	-0.266435717292499	0.343412290327432	0.569615003990956	0.0633470764884836	497	544	3906	4923	179	242	904	276
aTSS+335779	CP006471	aTSS	+	335779	M744_RS01780	2	mapped	exact_current_locus_id	M744_RS01780	3.94824496791156	1.89290739778159e-79	-0.133442750914782	0.594803320096815	0.908646413240043	0.000216933509908886	1324	1081	3905	5152	508	545	2123	1060
nTSS+2224557	CP006471	nTSS	+	2224557			unassociated	source_locus_missing		3.22562236222905	5.05691571229461e-50	2.4162339758245	5.52854557278251e-28	-0.597542770495261	0.0274796687098024	1678	1629	3492	3939	3688	4892	964	545
aTSS+2540100	CP006471	aTSS	+	2540100	M744_RS12515	10	mapped	exact_current_locus_id	M744_RS12515	1.01332706859276	7.25900403069482e-06	-0.188336791196276	0.459587694825943	0.130636396260833	0.708273258508772	7258	8508	2795	5254	3383	3216	8529	3862
aTSS-217763	CP006471	aTSS	-	217763	M744_RS01160	703	mapped	exact_current_locus_id	M744_RS01160	4.2165230930982	1.24488461803634e-80	0.425104239139175	0.0816878737450866	-0.145307783913236	0.67748706605942	746	1049	3129	5215	533	632	778	375
aTSS+2362783	CP006471	aTSS	+	2362783	M744_RS11700	1	mapped	exact_current_locus_id	M744_RS11700	2.10169186318671	1.34574256943197e-24	-1.37286324590373	1.38078909725079e-10	0.333465247639808	0.222655894268961	3960	3509	2863	5215	636	757	4902	1984
aTSS-1477519	CP006471	aTSS	-	1477519	M744_RS07570	708	mapped	exact_current_locus_id	M744_RS07570	1.53362251573589	5.04276247746694e-12	-0.66963283257777	0.00416614409879191	0.653737341218624	0.0146492281509553	6671	4755	3122	5125	1654	1795	9092	3915
aTSS+1129743	CP006471	aTSS	+	1129743	M744_RS05865	16	mapped	exact_current_locus_id	M744_RS05865	5.95809626587046	3.15348403804072e-133	-0.976782422878103	0.000775557219467273	1.36107255767831	1.36985861965379e-06	270	229	2830	4957	47	77	730	238
aTSS-680346	CP006471	aTSS	-	680346	M744_RS03595	425	mapped	exact_current_locus_id	M744_RS03595	2.99715719459062	8.63666576393342e-35	-4.1748876629536	5.7028178733189e-49	0.887823919745694	0.00214542409622437	2207	1784	3041	4889	61	44	4078	1447
iTSS-1840382	CP006471	iTSS	-	1840382	M744_RS09235	1205	mapped	exact_current_locus_id	M744_RS09235	3.07154869907065	9.82673602099895e-46	-0.483402890241262	0.0401251545524015	0.643595628519381	0.0148788829177571	2159	1673	3170	4798	558	777	3227	1209
aTSS+1239837	CP006471	aTSS	+	1239837	M744_RS06395	249	mapped	exact_current_locus_id	M744_RS06395	7.26917672330048	3.95956553834693e-221	-1.5095707617878	2.00197208648192e-05	1.05044750170613	0.000254691531843694	94	106	3164	4409	16	18	207	91
nTSS+2594304	CP006471	nTSS	+	2594304			unassociated	source_locus_missing		1.91479516409418	5.10095282173036e-13	-2.15806235723646	3.17543116718166e-15	0.935266769181522	0.00279202316222987	4996	2934	2733	4763	442	403	7429	3413
aTSS-44619	CP006472	aTSS	-	44619	M744_RS13545	22	mapped	exact_current_locus_id	M744_RS13545	3.64932440870222	4.18057213059086e-70	-1.17438171305771	1.54446603220624e-07	-0.495929527978181	0.0616506314111341	1127	1184	2577	4739	235	258	800	371
nTSS+1952807	CP006471	nTSS	+	1952807			unassociated	source_locus_missing		-0.717896925923501	0.000697469657389	-0.147750453491854	0.538999822744612	-0.320466108587989	0.24714223330096	14862	15388	1653	2977	6549	6502	11660	5563
nTSS+2126830	CP006471	nTSS	+	2126830			unassociated	source_locus_missing		-0.526274738070837	0.0477313386353387	2.64780419250158	3.82541511703713e-25	-0.785797176842836	0.0105695752151197	2517	1855	320	421	6541	6552	1463	465
aTSS-270100	CP006471	aTSS	-	270100	M744_RS01455	135	mapped	exact_current_locus_id	M744_RS01455	2.80722833640707	8.42610749239688e-38	-1.07376566554929	3.51470080651942e-06	0.18996026187508	0.560385636605845	1846	2303	2805	4413	480	462	2257	1098
aTSS+2268569	CP006471	aTSS	+	2268569	M744_RS11225	815	mapped	exact_current_locus_id	M744_RS11225	4.17489371433952	2.32056249950117e-88	-1.18571430097807	3.26106333282539e-07	1.15773599116882	1.43249501498396e-06	759	818	2907	4092	149	187	1912	703
nTSS+40642	CP006472	nTSS	+	40642			unassociated	source_locus_missing		-0.00366057869196748	0.988153054502646	1.68388991168281	2.17910851655632e-13	0.122828540756594	0.729838870364659	4390	3660	882	1060	4770	7965	4338	1955
iTSS+2119429	CP006471	iTSS	+	2119429	M744_RS10525	186	mapped	exact_current_locus_id	M744_RS10525	-0.516418141007509	0.0203376085216718	0.157150375223704	0.529231822589841	0.0617221711421273	0.865070130531788	10562	14478	1731	2601	5770	7830	13577	5541
nTSS-1648760	CP006471	nTSS	-	1648760			unassociated	source_locus_missing		-1.04480865981694	2.63809621167271e-07	-0.486587958996217	0.0220290355178736	-0.176539965372975	0.550346722583616	14310	11553	1174	1956	4119	4780	11178	5173
aTSS-3756	CP006472	aTSS	-	3756	M744_RS13295	535	mapped	exact_current_locus_id	M744_RS13295	4.00021240650736	2.11704731040115e-59	-2.07367143023257	4.30812378967178e-14	0.71335092299784	0.0187569634076399	1006	646	2786	3657	95	93	1366	591
iTSS-2660771	CP006471	iTSS	-	2660771	M744_RS13140	8	mapped	exact_current_locus_id	M744_RS13140	-1.01144031476634	5.63650529060495e-06	1.15240526015239	2.67082721462506e-07	-1.01149932847655	5.5534346454026e-05	4968	5921	541	792	5616	6007	2319	1375
iTSS+2082058	CP006471	iTSS	+	2082058	M744_RS10375	134	mapped	exact_current_locus_id	M744_RS10375	3.69851775255123	6.30452514332426e-59	0.500441081277985	0.0442474952188719	0.723736523513721	0.00942537958565645	1090	752	2170	3835	546	719	1536	663
aTSS-1442184	CP006471	aTSS	-	1442184	M744_RS07375	72	mapped	exact_current_locus_id	M744_RS07375	3.37110087440642	1.1532116187217e-44	-1.67107809607815	1.12646654076801e-10	-0.197718979825911	0.583691918079367	924	1464	2388	3756	160	204	1017	472
aTSS+856415	CP006471	aTSS	+	856415	M744_RS04415	182	mapped	exact_current_locus_id	M744_RS04415	3.43079059669689	3.45534678247483e-44	-0.322229090067034	0.246404019610436	-0.688554111255806	0.0254837470695402	911	1172	1979	3700	291	533	669	274
nTSS+1380058	CP006471	nTSS	+	1380058			unassociated	source_locus_missing		4.51581613889915	1.78050145437171e-67	-1.39892204512507	1.54668670684448e-06	0.361593283753263	0.318625369495446	542	517	2337	3682	79	117	843	220
iTSS+1890952	CP006471	iTSS	+	1890952	M744_RS09450	131	mapped	exact_current_locus_id	M744_RS09450	1.99323100040695	1.73143128228558e-18	-0.113801250051965	0.675145929202992	-0.146094859584047	0.676831122903831	2484	3461	2423	3393	1255	1390	2812	1128
iTSS-2398447	CP006471	iTSS	-	2398447	M744_RS11840	46	mapped	exact_current_locus_id	M744_RS11840	-2.00029513067418	2.2554138144605e-20	1.32241516886292	5.31540865065124e-10	-0.321928971616932	0.247090871273168	5072	4213	219	359	4747	6563	3924	1539
nTSS-388316	CP006471	nTSS	-	388316			unassociated	source_locus_missing		8.21170328310826	1.12155958119245e-153	0.062550108105779	0.899622368104507	0.113606125670486	0.857221500824019	34	33	1569	3540	14	20	29	21
aTSS-576170	CP006471	aTSS	-	576170	M744_RS03020	29	mapped	exact_current_locus_id	M744_RS03020	3.29362569683042	3.92530721952558e-63	-0.160646716386927	0.486592874548281	0.0567156639462897	0.866148216655476	1132	1154	2321	3170	448	541	1210	514
aTSS-554271	CP006471	aTSS	-	554271	M744_RS02905	189	mapped	exact_current_locus_id	M744_RS02905	4.55624894089512	6.91343989796966e-63	-1.33700651063481	1.11446004340212e-05	1.40062920302819	8.07211031888301e-06	497	472	2213	3444	97	86	1589	416
aTSS+2040194	CP006471	aTSS	+	2040194	M744_RS10165	26	mapped	exact_current_locus_id	M744_RS10165	1.79124585815542	1.76337536735827e-17	-1.20759059697322	3.77253976802121e-08	0.544488103798017	0.0360313863385137	3685	2774	2260	3239	614	737	4726	2070
aTSS-1874302	CP006471	aTSS	-	1874302	M744_RS09365	734	mapped	exact_current_locus_id	M744_RS09365	2.49409050217463	2.86347363735737e-34	0.0663121049129459	0.791614086656098	-0.0631082320659745	0.855634355669721	1962	1724	1870	3354	871	988	1725	797
nTSS+690958	CP006471	nTSS	+	690958			unassociated	source_locus_missing		-0.694223577963271	0.442705279252506	3.52647082670246	6.26108303208755e-05	-1.43577998341568	0.199890480802099	965	930	125	160	4555	6061	587	43
iTSS-1697542	CP006471	iTSS	-	1697542	M744_RS08575	270	mapped	exact_current_locus_id	M744_RS08575	4.0181777895474	5.31624210619016e-78	-0.655699811247797	0.00631521595512684	0.134704908822609	0.692374366406046	607	691	1995	3249	155	249	733	304
aTSS-2058368	CP006471	aTSS	-	2058368	M744_RS10285	11	mapped	exact_current_locus_id	M744_RS10285	0.778135415763621	0.00031599684861258	-0.758557478456418	0.000671404318859051	-0.0633772828150413	0.858569948071327	5226	6782	2103	2959	1619	1798	5832	2500
aTSS+275355	CP006471	aTSS	+	275355	M744_RS01470	257	mapped	exact_current_locus_id	M744_RS01470	4.26439066494168	6.76461449671774e-90	-1.05993140080003	1.05432157576957e-05	0.208646682828831	0.51371148327665	541	526	1945	3166	110	138	667	246
iTSS-1898273	CP006471	iTSS	-	1898273	M744_RS09465	16	mapped	exact_current_locus_id	M744_RS09465	0.79485828820786	0.000376118694894554	0.460478629941325	0.0504089023180695	-0.501138567544479	0.069663812076628	6122	5165	1775	3145	3763	3647	4092	1710
aTSS-365817	CP006471	aTSS	-	365817	M744_RS01960	120	mapped	exact_current_locus_id	M744_RS01960	3.81873736546924	1.29492137885779e-64	-2.32185252270832	7.32319591643693e-19	0.681077900520272	0.0139110932103715	833	610	1939	3129	67	72	1185	496
aTSS-2206843	CP006471	aTSS	-	2206843	M744_RS10930	1493	mapped	exact_current_locus_id	M744_RS10930	2.10834834994087	2.97130068001892e-27	-1.28350455296612	4.11269804026688e-10	-0.0947703844484702	0.765794698897289	2324	2270	1833	3127	403	512	2164	943
aTSS+17013	CP006472	aTSS	+	17013	M744_RS13375	421	mapped	exact_current_locus_id	M744_RS13375	3.63088156099427	1.74100075572736e-51	0.576181344297662	0.0269596817649994	-0.149117738109913	0.693910623299408	672	926	2065	2780	517	637	810	274
nTSS-2419082	CP006471	nTSS	-	2419082			unassociated	source_locus_missing		0.706091974840671	0.00218863568406782	0.0461787870247654	0.869000998364358	-0.299536474310994	0.334866385153804	5341	7322	2057	3048	2935	3372	4449	2603
nTSS-1380190	CP006471	nTSS	-	1380190			unassociated	source_locus_missing		3.37743178967246	1.59406830470942e-54	-0.843717077327481	0.000372097973342492	0.558813850792186	0.0405871446249044	947	891	2030	2622	221	275	1484	534
nTSS-2835	CP006472	nTSS	-	2835			unassociated	source_locus_missing		-1.30420187766554	1.50754080663681e-08	-0.346266933531453	0.160929229624404	-0.172542221793431	0.608321807068744	10327	7763	741	1061	3039	3856	6655	4184
